method,n_real,n_syn,seed,class,f1
real_only,10,20,18,worn,0.822429906542056
noise_aug,10,20,18,healthy,0.8061224489795918
noise_aug,10,20,18,worn,0.8207547169811321
rule,10,20,18,healthy,0.8082901554404145
rule,10,20,18,worn,0.827906976744186
random_open_loop,10,20,18,healthy,0.7959183673469388
random_open_loop,10,20,18,worn,0.8113207547169812
LLM_synthetic,10,20,18,healthy,0.797979797979798
LLM_synthetic,10,20,18,worn,0.8095238095238095
real_only,10,40,18,healthy,0.8082901554404145
real_only,10,40,18,worn,0.827906976744186
noise_aug,10,40,18,healthy,0.7939698492462312
noise_aug,10,40,18,worn,0.8038277511961722
rule,10,40,18,healthy,0.8125
rule,10,40,18,worn,0.8333333333333334
random_open_loop,10,40,18,healthy,0.8297872340425532
random_open_loop,10,40,18,worn,0.8545454545454545
LLM_synthetic,10,40,18,healthy,0.8
LLM_synthetic,10,40,18,worn,0.8169014084507042
real_only,10,10,19,healthy,0.7836734693877551
real_only,10,10,19,worn,0.6748466257668712
noise_aug,10,10,19,healthy,0.8135593220338984
noise_aug,10,10,19,worn,0.7441860465116279
rule,10,10,19,healthy,0.7966804979253111
rule,10,10,19,worn,0.7065868263473054
random_open_loop,10,10,19,healthy,0.7966804979253111
random_open_loop,10,10,19,worn,0.7065868263473054
LLM_synthetic,10,10,19,healthy,0.8135593220338984
LLM_synthetic,10,10,19,worn,0.7441860465116279
real_only,10,20,19,healthy,0.7773279352226721
real_only,10,20,19,worn,0.6583850931677019
noise_aug,10,20,19,healthy,0.7933884297520661
noise_aug,10,20,19,worn,0.6987951807228916
rule,10,20,19,healthy,0.7836734693877551
rule,10,20,19,worn,0.6748466257668712
random_open_loop,10,20,19,healthy,0.7804878048780488
random_open_loop,10,20,19,worn,0.6666666666666666
LLM_synthetic,10,20,19,healthy,0.7933884297520661
LLM_synthetic,10,20,19,worn,0.6987951807228916
real_only,10,40,19,healthy,0.7773279352226721
real_only,10,40,19,worn,0.6583850931677019
noise_aug,10,40,19,healthy,0.7901234567901234
noise_aug,10,40,19,worn,0.6909090909090909
rule,10,40,19,healthy,0.7901234567901234
rule,10,40,19,worn,0.6909090909090909
random_open_loop,10,40,19,healthy,0.7868852459016393
random_open_loop,10,40,19,worn,0.6829268292682927
LLM_synthetic,10,40,19,healthy,0.8
LLM_synthetic,10,40,19,worn,0.7142857142857143
