baseline,n_real,seed,actual,predicted,n
noise_aug,10,11,healthy,healthy,8
noise_aug,10,11,healthy,worn,0
noise_aug,10,11,worn,healthy,7
noise_aug,10,11,worn,worn,2
random_open_loop,10,11,healthy,healthy,8
random_open_loop,10,11,healthy,worn,0
random_open_loop,10,11,worn,healthy,9
random_open_loop,10,11,worn,worn,0
rule,10,11,healthy,healthy,8
rule,10,11,healthy,worn,0
rule,10,11,worn,healthy,5
rule,10,11,worn,worn,4
majority,10,12,healthy,healthy,8
majority,10,12,healthy,worn,0
majority,10,12,worn,healthy,9
majority,10,12,worn,worn,0
metadata_safe,10,12,healthy,healthy,0
metadata_safe,10,12,healthy,worn,8
metadata_safe,10,12,worn,healthy,0
metadata_safe,10,12,worn,worn,9
metadata_leaky_diagnostic,10,12,healthy,healthy,6
metadata_leaky_diagnostic,10,12,healthy,worn,2
metadata_leaky_diagnostic,10,12,worn,healthy,0
metadata_leaky_diagnostic,10,12,worn,worn,9
real_only,10,12,healthy,healthy,8
real_only,10,12,healthy,worn,0
real_only,10,12,worn,healthy,3
real_only,10,12,worn,worn,6
noise_aug,10,12,healthy,healthy,8
noise_aug,10,12,healthy,worn,0
noise_aug,10,12,worn,healthy,3
noise_aug,10,12,worn,worn,6
random_open_loop,10,12,healthy,healthy,8
random_open_loop,10,12,healthy,worn,0
random_open_loop,10,12,worn,healthy,3
random_open_loop,10,12,worn,worn,6
rule,10,12,healthy,healthy,8
rule,10,12,healthy,worn,0
rule,10,12,worn,healthy,5
rule,10,12,worn,worn,4
majority,10,13,healthy,healthy,8
majority,10,13,healthy,worn,0
majority,10,13,worn,healthy,9
majority,10,13,worn,worn,0
metadata_safe,10,13,healthy,healthy,4
metadata_safe,10,13,healthy,worn,4
metadata_safe,10,13,worn,healthy,4
metadata_safe,10,13,worn,worn,5
metadata_leaky_diagnostic,10,13,healthy,healthy,6
metadata_leaky_diagnostic,10,13,healthy,worn,2
metadata_leaky_diagnostic,10,13,worn,healthy,0
metadata_leaky_diagnostic,10,13,worn,worn,9
real_only,10,13,healthy,healthy,8
real_only,10,13,healthy,worn,0
real_only,10,13,worn,healthy,3
real_only,10,13,worn,worn,6
noise_aug,10,13,healthy,healthy,8
noise_aug,10,13,healthy,worn,0
noise_aug,10,13,worn,healthy,3
noise_aug,10,13,worn,worn,6
random_open_loop,10,13,healthy,healthy,8
random_open_loop,10,13,healthy,worn,0
random_open_loop,10,13,worn,healthy,3
random_open_loop,10,13,worn,worn,6
rule,10,13,healthy,healthy,8
rule,10,13,healthy,worn,0
rule,10,13,worn,healthy,5
rule,10,13,worn,worn,4
majority,10,14,healthy,healthy,8
majority,10,14,healthy,worn,0
majority,10,14,worn,healthy,9
majority,10,14,worn,worn,0
metadata_safe,10,14,healthy,healthy,8
metadata_safe,10,14,healthy,worn,0
metadata_safe,10,14,worn,healthy,9
metadata_safe,10,14,worn,worn,0
metadata_leaky_diagnostic,10,14,healthy,healthy,8
metadata_leaky_diagnostic,10,14,healthy,worn,0
metadata_leaky_diagnostic,10,14,worn,healthy,0
metadata_leaky_diagnostic,10,14,worn,worn,9
real_only,10,14,healthy,healthy,8
real_only,10,14,healthy,worn,0
real_only,10,14,worn,healthy,3
real_only,10,14,worn,worn,6
noise_aug,10,14,healthy,healthy,8
noise_aug,10,14,healthy,worn,0
noise_aug,10,14,worn,healthy,3
noise_aug,10,14,worn,worn,6
random_open_loop,10,14,healthy,healthy,8
random_open_loop,10,14,healthy,worn,0
random_open_loop,10,14,worn,healthy,4
random_open_loop,10,14,worn,worn,5
rule,10,14,healthy,healthy,8
rule,10,14,healthy,worn,0
rule,10,14,worn,healthy,5
rule,10,14,worn,worn,4
majority,10,15,healthy,healthy,8
majority,10,15,healthy,worn,0
majority,10,15,worn,healthy,9
majority,10,15,worn,worn,0
metadata_safe,10,15,healthy,healthy,8
metadata_safe,10,15,healthy,worn,0
metadata_safe,10,15,worn,healthy,9
metadata_safe,10,15,worn,worn,0
metadata_leaky_diagnostic,10,15,healthy,healthy,6
metadata_leaky_diagnostic,10,15,healthy,worn,2
metadata_leaky_diagnostic,10,15,worn,healthy,0
metadata_leaky_diagnostic,10,15,worn,worn,9
real_only,10,15,healthy,healthy,8
real_only,10,15,healthy,worn,0
real_only,10,15,worn,healthy,3
real_only,10,15,worn,worn,6
noise_aug,10,15,healthy,healthy,8
noise_aug,10,15,healthy,worn,0
noise_aug,10,15,worn,healthy,3
noise_aug,10,15,worn,worn,6
random_open_loop,10,15,healthy,healthy,8
random_open_loop,10,15,healthy,worn,0
random_open_loop,10,15,worn,healthy,4
random_open_loop,10,15,worn,worn,5
rule,10,15,healthy,healthy,8
rule,10,15,healthy,worn,0
rule,10,15,worn,healthy,5
rule,10,15,worn,worn,4
majority,10,16,healthy,healthy,8
majority,10,16,healthy,worn,0
majority,10,16,worn,healthy,9
majority,10,16,worn,worn,0
metadata_safe,10,16,healthy,healthy,8
metadata_safe,10,16,healthy,worn,0
metadata_safe,10,16,worn,healthy,9
metadata_safe,10,16,worn,worn,0
metadata_leaky_diagnostic,10,16,healthy,healthy,6
metadata_leaky_diagnostic,10,16,healthy,worn,2
metadata_leaky_diagnostic,10,16,worn,healthy,0
metadata_leaky_diagnostic,10,16,worn,worn,9
real_only,10,16,healthy,healthy,8
real_only,10,16,healthy,worn,0
real_only,10,16,worn,healthy,3
real_only,10,16,worn,worn,6
noise_aug,10,16,healthy,healthy,8
noise_aug,10,16,healthy,worn,0
noise_aug,10,16,worn,healthy,3
noise_aug,10,16,worn,worn,6
random_open_loop,10,16,healthy,healthy,8
random_open_loop,10,16,healthy,worn,0
random_open_loop,10,16,worn,healthy,5
random_open_loop,10,16,worn,worn,4
rule,10,16,healthy,healthy,8
rule,10,16,healthy,worn,0
rule,10,16,worn,healthy,5
rule,10,16,worn,worn,4
majority,10,17,healthy,healthy,8
majority,10,17,healthy,worn,0
majority,10,17,worn,healthy,9
majority,10,17,worn,worn,0
metadata_safe,10,17,healthy,healthy,0
metadata_safe,10,17,healthy,worn,8
metadata_safe,10,17,worn,healthy,0
metadata_safe,10,17,worn,worn,9
metadata_leaky_diagnostic,10,17,healthy,healthy,8
metadata_leaky_diagnostic,10,17,healthy,worn,0
metadata_leaky_diagnostic,10,17,worn,healthy,0
metadata_leaky_diagnostic,10,17,worn,worn,9
real_only,10,17,healthy,healthy,8
real_only,10,17,healthy,worn,0
real_only,10,17,worn,healthy,3
real_only,10,17,worn,worn,6
noise_aug,10,17,healthy,healthy,8
noise_aug,10,17,healthy,worn,0
noise_aug,10,17,worn,healthy,3
noise_aug,10,17,worn,worn,6
random_open_loop,10,17,healthy,healthy,8
random_open_loop,10,17,healthy,worn,0
random_open_loop,10,17,worn,healthy,3
random_open_loop,10,17,worn,worn,6
rule,10,17,healthy,healthy,8
rule,10,17,healthy,worn,0
rule,10,17,worn,healthy,5
rule,10,17,worn,worn,4
majority,10,18,healthy,healthy,8
majority,10,18,healthy,worn,0
majority,10,18,worn,healthy,9
majority,10,18,worn,worn,0
metadata_safe,10,18,healthy,healthy,4
metadata_safe,10,18,healthy,worn,4
metadata_safe,10,18,worn,healthy,4
metadata_safe,10,18,worn,worn,5
metadata_leaky_diagnostic,10,18,healthy,healthy,6
metadata_leaky_diagnostic,10,18,healthy,worn,2
metadata_leaky_diagnostic,10,18,worn,healthy,2
metadata_leaky_diagnostic,10,18,worn,worn,7
real_only,10,18,healthy,healthy,8
real_only,10,18,healthy,worn,0
real_only,10,18,worn,healthy,4
real_only,10,18,worn,worn,5
noise_aug,10,18,healthy,healthy,8
noise_aug,10,18,healthy,worn,0
noise_aug,10,18,worn,healthy,3
noise_aug,10,18,worn,worn,6
random_open_loop,10,18,healthy,healthy,8
random_open_loop,10,18,healthy,worn,0
random_open_loop,10,18,worn,healthy,4
random_open_loop,10,18,worn,worn,5
rule,10,18,healthy,healthy,8
rule,10,18,healthy,worn,0
rule,10,18,worn,healthy,5
rule,10,18,worn,worn,4
majority,10,19,healthy,healthy,8
majority,10,19,healthy,worn,0
majority,10,19,worn,healthy,9
majority,10,19,worn,worn,0
metadata_safe,10,19,healthy,healthy,0
metadata_safe,10,19,healthy,worn,8
metadata_safe,10,19,worn,healthy,0
metadata_safe,10,19,worn,worn,9
metadata_leaky_diagnostic,10,19,healthy,healthy,8
metadata_leaky_diagnostic,10,19,healthy,worn,0
metadata_leaky_diagnostic,10,19,worn,healthy,0
metadata_leaky_diagnostic,10,19,worn,worn,9
real_only,10,19,healthy,healthy,8
real_only,10,19,healthy,worn,0
real_only,10,19,worn,healthy,3
real_only,10,19,worn,worn,6
noise_aug,10,19,healthy,healthy,8
noise_aug,10,19,healthy,worn,0
noise_aug,10,19,worn,healthy,3
noise_aug,10,19,worn,worn,6
random_open_loop,10,19,healthy,healthy,8
random_open_loop,10,19,healthy,worn,0
random_open_loop,10,19,worn,healthy,3
random_open_loop,10,19,worn,worn,6
rule,10,19,healthy,healthy,8
rule,10,19,healthy,worn,0
rule,10,19,worn,healthy,5
rule,10,19,worn,worn,4
majority,9999,0,healthy,healthy,8
majority,9999,0,healthy,worn,0
majority,9999,0,worn,healthy,9
majority,9999,0,worn,worn,0
metadata_safe,9999,0,healthy,healthy,8
metadata_safe,9999,0,healthy,worn,0
metadata_safe,9999,0,worn,healthy,9
metadata_safe,9999,0,worn,worn,0
metadata_leaky_diagnostic,9999,0,healthy,healthy,8
metadata_leaky_diagnostic,9999,0,healthy,worn,0
metadata_leaky_diagnostic,9999,0,worn,healthy,0
metadata_leaky_diagnostic,9999,0,worn,worn,9
real_only,9999,0,healthy,healthy,8
real_only,9999,0,healthy,worn,0
real_only,9999,0,worn,healthy,3
real_only,9999,0,worn,worn,6
noise_aug,9999,0,healthy,healthy,8
noise_aug,9999,0,healthy,worn,0
noise_aug,9999,0,worn,healthy,3
noise_aug,9999,0,worn,worn,6
random_open_loop,9999,0,healthy,healthy,8
random_open_loop,9999,0,healthy,worn,0
random_open_loop,9999,0,worn,healthy,3
random_open_loop,9999,0,worn,worn,6
rule,9999,0,healthy,healthy,8
rule,9999,0,healthy,worn,0
rule,9999,0,worn,healthy,5
rule,9999,0,worn,worn,4
majority,9999,1,healthy,healthy,8
majority,9999,1,healthy,worn,0
majority,9999,1,worn,healthy,9
majority,9999,1,worn,worn,0
metadata_safe,9999,1,healthy,healthy,8
metadata_safe,9999,1,healthy,worn,0
metadata_safe,9999,1,worn,healthy,9
metadata_safe,9999,1,worn,worn,0
metadata_leaky_diagnostic,9999,1,healthy,healthy,8
metadata_leaky_diagnostic,9999,1,healthy,worn,0
metadata_leaky_diagnostic,9999,1,worn,healthy,0
metadata_leaky_diagnostic,9999,1,worn,worn,9
real_only,9999,1,healthy,healthy,8
real_only,9999,1,healthy,worn,0
real_only,9999,1,worn,healthy,3
real_only,9999,1,worn,worn,6
noise_aug,9999,1,healthy,healthy,8
noise_aug,9999,1,healthy,worn,0
noise_aug,9999,1,worn,healthy,3
noise_aug,9999,1,worn,worn,6
random_open_loop,9999,1,healthy,healthy,8
random_open_loop,9999,1,healthy,worn,0
random_open_loop,9999,1,worn,healthy,3
random_open_loop,9999,1,worn,worn,6
rule,9999,1,healthy,healthy,8
rule,9999,1,healthy,worn,0
rule,9999,1,worn,healthy,5
rule,9999,1,worn,worn,4
majority,9999,2,healthy,healthy,8
majority,9999,2,healthy,worn,0
majority,9999,2,worn,healthy,9
majority,9999,2,worn,worn,0
metadata_safe,9999,2,healthy,healthy,8
metadata_safe,9999,2,healthy,worn,0
metadata_safe,9999,2,worn,healthy,9
metadata_safe,9999,2,worn,worn,0
metadata_leaky_diagnostic,9999,2,healthy,healthy,8
metadata_leaky_diagnostic,9999,2,healthy,worn,0
metadata_leaky_diagnostic,9999,2,worn,healthy,0
metadata_leaky_diagnostic,9999,2,worn,worn,9
real_only,9999,2,healthy,healthy,8
real_only,9999,2,healthy,worn,0
real_only,9999,2,worn,healthy,3
real_only,9999,2,worn,worn,6
noise_aug,9999,2,healthy,healthy,8
noise_aug,9999,2,healthy,worn,0
noise_aug,9999,2,worn,healthy,3
noise_aug,9999,2,worn,worn,6
random_open_loop,9999,2,healthy,healthy,8
random_open_loop,9999,2,healthy,worn,0
random_open_loop,9999,2,worn,healthy,3
random_open_loop,9999,2,worn,worn,6
rule,9999,2,healthy,healthy,8
rule,9999,2,healthy,worn,0
rule,9999,2,worn,healthy,5
rule,9999,2,worn,worn,4
majority,9999,3,healthy,healthy,8
majority,9999,3,healthy,worn,0
majority,9999,3,worn,healthy,9
majority,9999,3,worn,worn,0
metadata_safe,9999,3,healthy,healthy,8
metadata_safe,9999,3,healthy,worn,0
metadata_safe,9999,3,worn,healthy,9
metadata_safe,9999,3,worn,worn,0
metadata_leaky_diagnostic,9999,3,healthy,healthy,8
metadata_leaky_diagnostic,9999,3,healthy,worn,0
metadata_leaky_diagnostic,9999,3,worn,healthy,0
metadata_leaky_diagnostic,9999,3,worn,worn,9
real_only,9999,3,healthy,healthy,8
real_only,9999,3,healthy,worn,0
real_only,9999,3,worn,healthy,3
real_only,9999,3,worn,worn,6
noise_aug,9999,3,healthy,healthy,8
noise_aug,9999,3,healthy,worn,0
noise_aug,9999,3,worn,healthy,3
noise_aug,9999,3,worn,worn,6
random_open_loop,9999,3,healthy,healthy,8
random_open_loop,9999,3,healthy,worn,0
random_open_loop,9999,3,worn,healthy,3
random_open_loop,9999,3,worn,worn,6
rule,9999,3,healthy,healthy,8
rule,9999,3,healthy,worn,0
rule,9999,3,worn,healthy,5
rule,9999,3,worn,worn,4
majority,9999,4,healthy,healthy,8
majority,9999,4,healthy,worn,0
majority,9999,4,worn,healthy,9
majority,9999,4,worn,worn,0
metadata_safe,9999,4,healthy,healthy,8
metadata_safe,9999,4,healthy,worn,0
metadata_safe,9999,4,worn,healthy,9
metadata_safe,9999,4,worn,worn,0
metadata_leaky_diagnostic,9999,4,healthy,healthy,8
metadata_leaky_diagnostic,9999,4,healthy,worn,0
metadata_leaky_diagnostic,9999,4,worn,healthy,0
metadata_leaky_diagnostic,9999,4,worn,worn,9
real_only,9999,4,healthy,healthy,8
real_only,9999,4,healthy,worn,0
real_only,9999,4,worn,healthy,3
real_only,9999,4,worn,worn,6
noise_aug,9999,4,healthy,healthy,8
noise_aug,9999,4,healthy,worn,0
noise_aug,9999,4,worn,healthy,3
noise_aug,9999,4,worn,worn,6
random_open_loop,9999,4,healthy,healthy,8
random_open_loop,9999,4,healthy,worn,0
random_open_loop,9999,4,worn,healthy,3
random_open_loop,9999,4,worn,worn,6
rule,9999,4,healthy,healthy,8
rule,9999,4,healthy,worn,0
rule,9999,4,worn,healthy,5
rule,9999,4,worn,worn,4
majority,9999,5,healthy,healthy,8
majority,9999,5,healthy,worn,0
majority,9999,5,worn,healthy,9
majority,9999,5,worn,worn,0
metadata_safe,9999,5,healthy,healthy,8
metadata_safe,9999,5,healthy,worn,0
metadata_safe,9999,5,worn,healthy,9
metadata_safe,9999,5,worn,worn,0
metadata_leaky_diagnostic,9999,5,healthy,healthy,8
metadata_leaky_diagnostic,9999,5,healthy,worn,0
metadata_leaky_diagnostic,9999,5,worn,healthy,0
metadata_leaky_diagnostic,9999,5,worn,worn,9
real_only,9999,5,healthy,healthy,8
real_only,9999,5,healthy,worn,0
real_only,9999,5,worn,healthy,3
real_only,9999,5,worn,worn,6
noise_aug,9999,5,healthy,healthy,8
noise_aug,9999,5,healthy,worn,0
noise_aug,9999,5,worn,healthy,3
noise_aug,9999,5,worn,worn,6
random_open_loop,9999,5,healthy,healthy,8
random_open_loop,9999,5,healthy,worn,0
random_open_loop,9999,5,worn,healthy,3
random_open_loop,9999,5,worn,worn,6
rule,9999,5,healthy,healthy,8
rule,9999,5,healthy,worn,0
rule,9999,5,worn,healthy,5
rule,9999,5,worn,worn,4
majority,9999,6,healthy,healthy,8
majority,9999,6,healthy,worn,0
majority,9999,6,worn,healthy,9
majority,9999,6,worn,worn,0
metadata_safe,9999,6,healthy,healthy,8
metadata_safe,9999,6,healthy,worn,0
metadata_safe,9999,6,worn,healthy,9
metadata_safe,9999,6,worn,worn,0
metadata_leaky_diagnostic,9999,6,healthy,healthy,8
metadata_leaky_diagnostic,9999,6,healthy,worn,0
metadata_leaky_diagnostic,9999,6,worn,healthy,0
metadata_leaky_diagnostic,9999,6,worn,worn,9
real_only,9999,6,healthy,healthy,8
real_only,9999,6,healthy,worn,0
real_only,9999,6,worn,healthy,3
real_only,9999,6,worn,worn,6
noise_aug,9999,6,healthy,healthy,8
noise_aug,9999,6,healthy,worn,0
noise_aug,9999,6,worn,healthy,3
noise_aug,9999,6,worn,worn,6
random_open_loop,9999,6,healthy,healthy,8
random_open_loop,9999,6,healthy,worn,0
random_open_loop,9999,6,worn,healthy,3
random_open_loop,9999,6,worn,worn,6
rule,9999,6,healthy,healthy,8
rule,9999,6,healthy,worn,0
rule,9999,6,worn,healthy,5
rule,9999,6,worn,worn,4
majority,9999,7,healthy,healthy,8
majority,9999,7,healthy,worn,0
majority,9999,7,worn,healthy,9
majority,9999,7,worn,worn,0
metadata_safe,9999,7,healthy,healthy,8
metadata_safe,9999,7,healthy,worn,0
metadata_safe,9999,7,worn,healthy,9
metadata_safe,9999,7,worn,worn,0
metadata_leaky_diagnostic,9999,7,healthy,healthy,8
metadata_leaky_diagnostic,9999,7,healthy,worn,0
metadata_leaky_diagnostic,9999,7,worn,healthy,0
metadata_leaky_diagnostic,9999,7,worn,worn,9
real_only,9999,7,healthy,healthy,8
real_only,9999,7,healthy,worn,0
real_only,9999,7,worn,healthy,3
real_only,9999,7,worn,worn,6
noise_aug,9999,7,healthy,healthy,8
noise_aug,9999,7,healthy,worn,0
noise_aug,9999,7,worn,healthy,3
noise_aug,9999,7,worn,worn,6
random_open_loop,9999,7,healthy,healthy,8
random_open_loop,9999,7,healthy,worn,0
random_open_loop,9999,7,worn,healthy,3
random_open_loop,9999,7,worn,worn,6
rule,9999,7,healthy,healthy,8
rule,9999,7,healthy,worn,0
rule,9999,7,worn,healthy,5
rule,9999,7,worn,worn,4
majority,9999,8,healthy,healthy,8
majority,9999,8,healthy,worn,0
majority,9999,8,worn,healthy,9
majority,9999,8,worn,worn,0
metadata_safe,9999,8,healthy,healthy,8
metadata_safe,9999,8,healthy,worn,0
metadata_safe,9999,8,worn,healthy,9
metadata_safe,9999,8,worn,worn,0
metadata_leaky_diagnostic,9999,8,healthy,healthy,8
metadata_leaky_diagnostic,9999,8,healthy,worn,0
metadata_leaky_diagnostic,9999,8,worn,healthy,0
metadata_leaky_diagnostic,9999,8,worn,worn,9
real_only,9999,8,healthy,healthy,8
real_only,9999,8,healthy,worn,0
real_only,9999,8,worn,healthy,3
real_only,9999,8,worn,worn,6
noise_aug,9999,8,healthy,healthy,8
noise_aug,9999,8,healthy,worn,0
noise_aug,9999,8,worn,healthy,3
noise_aug,9999,8,worn,worn,6
random_open_loop,9999,8,healthy,healthy,8
random_open_loop,9999,8,healthy,worn,0
random_open_loop,9999,8,worn,healthy,3
random_open_loop,9999,8,worn,worn,6
rule,9999,8,healthy,healthy,8
rule,9999,8,healthy,worn,0
rule,9999,8,worn,healthy,5
rule,9999,8,worn,worn,4
majority,9999,9,healthy,healthy,8
majority,9999,9,healthy,worn,0
majority,9999,9,worn,healthy,9
majority,9999,9,worn,worn,0
metadata_safe,9999,9,healthy,healthy,8
metadata_safe,9999,9,healthy,worn,0
metadata_safe,9999,9,worn,healthy,9
metadata_safe,9999,9,worn,worn,0
metadata_leaky_diagnostic,9999,9,healthy,healthy,8
metadata_leaky_diagnostic,9999,9,healthy,worn,0
metadata_leaky_diagnostic,9999,9,worn,healthy,0
metadata_leaky_diagnostic,9999,9,worn,worn,9
real_only,9999,9,healthy,healthy,8
real_only,9999,9,healthy,worn,0
real_only,9999,9,worn,healthy,3
real_only,9999,9,worn,worn,6
noise_aug,9999,9,healthy,healthy,8
noise_aug,9999,9,healthy,worn,0
noise_aug,9999,9,worn,healthy,3
noise_aug,9999,9,worn,worn,6
random_open_loop,9999,9,healthy,healthy,8
random_open_loop,9999,9,healthy,worn,0
random_open_loop,9999,9,worn,healthy,3
random_open_loop,9999,9,worn,worn,6
rule,9999,9,healthy,healthy,8
rule,9999,9,healthy,worn,0
rule,9999,9,worn,healthy,5
rule,9999,9,worn,worn,4
majority,9999,10,healthy,healthy,8
majority,9999,10,healthy,worn,0
majority,9999,10,worn,healthy,9
majority,9999,10,worn,worn,0
metadata_safe,9999,10,healthy,healthy,8
metadata_safe,9999,10,healthy,worn,0
metadata_safe,9999,10,worn,healthy,9
metadata_safe,9999,10,worn,worn,0
metadata_leaky_diagnostic,9999,10,healthy,healthy,8
metadata_leaky_diagnostic,9999,10,healthy,worn,0
metadata_leaky_diagnostic,9999,10,worn,healthy,0
metadata_leaky_diagnostic,9999,10,worn,worn,9
real_only,9999,10,healthy,healthy,8
real_only,9999,10,healthy,worn,0
real_only,9999,10,worn,healthy,3
real_only,9999,10,worn,worn,6
noise_aug,9999,10,healthy,healthy,8
noise_aug,9999,10,healthy,worn,0
noise_aug,9999,10,worn,healthy,3
noise_aug,9999,10,worn,worn,6
random_open_loop,9999,10,healthy,healthy,8
random_open_loop,9999,10,healthy,worn,0
random_open_loop,9999,10,worn,healthy,3
random_open_loop,9999,10,worn,worn,6
rule,9999,10,healthy,healthy,8
rule,9999,10,healthy,worn,0
rule,9999,10,worn,healthy,5
rule,9999,10,worn,worn,4
majority,9999,11,healthy,healthy,8
majority,9999,11,healthy,worn,0
majority,9999,11,worn,healthy,9
majority,9999,11,worn,worn,0
metadata_safe,9999,11,healthy,healthy,8
metadata_safe,9999,11,healthy,worn,0
metadata_safe,9999,11,worn,healthy,9
metadata_safe,9999,11,worn,worn,0
metadata_leaky_diagnostic,9999,11,healthy,healthy,8
metadata_leaky_diagnostic,9999,11,healthy,worn,0
metadata_leaky_diagnostic,9999,11,worn,healthy,0
metadata_leaky_diagnostic,9999,11,worn,worn,9
real_only,9999,11,healthy,healthy,8
real_only,9999,11,healthy,worn,0
real_only,9999,11,worn,healthy,3
real_only,9999,11,worn,worn,6
noise_aug,9999,11,healthy,healthy,8
noise_aug,9999,11,healthy,worn,0
noise_aug,9999,11,worn,healthy,3
noise_aug,9999,11,worn,worn,6
random_open_loop,9999,11,healthy,healthy,8
random_open_loop,9999,11,healthy,worn,0
random_open_loop,9999,11,worn,healthy,3
random_open_loop,9999,11,worn,worn,6
rule,9999,11,healthy,healthy,8
rule,9999,11,healthy,worn,0
rule,9999,11,worn,healthy,5
rule,9999,11,worn,worn,4
majority,9999,12,healthy,healthy,8
majority,9999,12,healthy,worn,0
majority,9999,12,worn,healthy,9
majority,9999,12,worn,worn,0
metadata_safe,9999,12,healthy,healthy,8
metadata_safe,9999,12,healthy,worn,0
metadata_safe,9999,12,worn,healthy,9
metadata_safe,9999,12,worn,worn,0
metadata_leaky_diagnostic,9999,12,healthy,healthy,8
metadata_leaky_diagnostic,9999,12,healthy,worn,0
metadata_leaky_diagnostic,9999,12,worn,healthy,0
metadata_leaky_diagnostic,9999,12,worn,worn,9
real_only,9999,12,healthy,healthy,8
real_only,9999,12,healthy,worn,0
real_only,9999,12,worn,healthy,3
real_only,9999,12,worn,worn,6
noise_aug,9999,12,healthy,healthy,8
noise_aug,9999,12,healthy,worn,0
noise_aug,9999,12,worn,healthy,3
noise_aug,9999,12,worn,worn,6
random_open_loop,9999,12,healthy,healthy,8
random_open_loop,9999,12,healthy,worn,0
random_open_loop,9999,12,worn,healthy,3
random_open_loop,9999,12,worn,worn,6
rule,9999,12,healthy,healthy,8
rule,9999,12,healthy,worn,0
rule,9999,12,worn,healthy,5
rule,9999,12,worn,worn,4
majority,9999,13,healthy,healthy,8
majority,9999,13,healthy,worn,0
majority,9999,13,worn,healthy,9
majority,9999,13,worn,worn,0
metadata_safe,9999,13,healthy,healthy,8
metadata_safe,9999,13,healthy,worn,0
metadata_safe,9999,13,worn,healthy,9
metadata_safe,9999,13,worn,worn,0
metadata_leaky_diagnostic,9999,13,healthy,healthy,8
metadata_leaky_diagnostic,9999,13,healthy,worn,0
metadata_leaky_diagnostic,9999,13,worn,healthy,0
metadata_leaky_diagnostic,9999,13,worn,worn,9
real_only,9999,13,healthy,healthy,8
real_only,9999,13,healthy,worn,0
real_only,9999,13,worn,healthy,3
real_only,9999,13,worn,worn,6
noise_aug,9999,13,healthy,healthy,8
noise_aug,9999,13,healthy,worn,0
noise_aug,9999,13,worn,healthy,3
noise_aug,9999,13,worn,worn,6
random_open_loop,9999,13,healthy,healthy,8
random_open_loop,9999,13,healthy,worn,0
random_open_loop,9999,13,worn,healthy,3
random_open_loop,9999,13,worn,worn,6
rule,9999,13,healthy,healthy,8
rule,9999,13,healthy,worn,0
rule,9999,13,worn,healthy,5
rule,9999,13,worn,worn,4
majority,9999,14,healthy,healthy,8
majority,9999,14,healthy,worn,0
majority,9999,14,worn,healthy,9
majority,9999,14,worn,worn,0
metadata_safe,9999,14,healthy,healthy,8
metadata_safe,9999,14,healthy,worn,0
metadata_safe,9999,14,worn,healthy,9
metadata_safe,9999,14,worn,worn,0
metadata_leaky_diagnostic,9999,14,healthy,healthy,8
metadata_leaky_diagnostic,9999,14,healthy,worn,0
metadata_leaky_diagnostic,9999,14,worn,healthy,0
metadata_leaky_diagnostic,9999,14,worn,worn,9
real_only,9999,14,healthy,healthy,8
real_only,9999,14,healthy,worn,0
real_only,9999,14,worn,healthy,3
real_only,9999,14,worn,worn,6
noise_aug,9999,14,healthy,healthy,8
noise_aug,9999,14,healthy,worn,0
noise_aug,9999,14,worn,healthy,3
noise_aug,9999,14,worn,worn,6
random_open_loop,9999,14,healthy,healthy,8
random_open_loop,9999,14,healthy,worn,0
random_open_loop,9999,14,worn,healthy,3
random_open_loop,9999,14,worn,worn,6
rule,9999,14,healthy,healthy,8
rule,9999,14,healthy,worn,0
rule,9999,14,worn,healthy,5
rule,9999,14,worn,worn,4
majority,9999,15,healthy,healthy,8
majority,9999,15,healthy,worn,0
majority,9999,15,worn,healthy,9
majority,9999,15,worn,worn,0
metadata_safe,9999,15,healthy,healthy,8
metadata_safe,9999,15,healthy,worn,0
metadata_safe,9999,15,worn,healthy,9
metadata_safe,9999,15,worn,worn,0
metadata_leaky_diagnostic,9999,15,healthy,healthy,8
metadata_leaky_diagnostic,9999,15,healthy,worn,0
metadata_leaky_diagnostic,9999,15,worn,healthy,0
metadata_leaky_diagnostic,9999,15,worn,worn,9
real_only,9999,15,healthy,healthy,8
real_only,9999,15,healthy,worn,0
real_only,9999,15,worn,healthy,3
real_only,9999,15,worn,worn,6
noise_aug,9999,15,healthy,healthy,8
noise_aug,9999,15,healthy,worn,0
noise_aug,9999,15,worn,healthy,3
noise_aug,9999,15,worn,worn,6
random_open_loop,9999,15,healthy,healthy,8
random_open_loop,9999,15,healthy,worn,0
random_open_loop,9999,15,worn,healthy,3
random_open_loop,9999,15,worn,worn,6
rule,9999,15,healthy,healthy,8
rule,9999,15,healthy,worn,0
rule,9999,15,worn,healthy,5
rule,9999,15,worn,worn,4
majority,9999,16,healthy,healthy,8
majority,9999,16,healthy,worn,0
majority,9999,16,worn,healthy,9
majority,9999,16,worn,worn,0
metadata_safe,9999,16,healthy,healthy,8
metadata_safe,9999,16,healthy,worn,0
metadata_safe,9999,16,worn,healthy,9
metadata_safe,9999,16,worn,worn,0
metadata_leaky_diagnostic,9999,16,healthy,healthy,8
metadata_leaky_diagnostic,9999,16,healthy,worn,0
metadata_leaky_diagnostic,9999,16,worn,healthy,0
metadata_leaky_diagnostic,9999,16,worn,worn,9
real_only,9999,16,healthy,healthy,8
real_only,9999,16,healthy,worn,0
real_only,9999,16,worn,healthy,3
real_only,9999,16,worn,worn,6
