method,n_real,n_syn,seed,actual_syn,acc,macro_f1,confusion_json
LLM_synthetic,5,40,19,80,0.8578431372549019,0.8575659082701337,"[[83,13],[16,92]]"
real_only,10,10,0,0,0.7352941176470589,0.7267857142857144,"[[93,3],[51,57]]"
noise_aug,10,10,0,20,0.7647058823529411,0.7587702010248325,"[[94,2],[46,62]]"
rule,10,10,0,20,0.7401960784313726,0.7313588590453948,"[[94,2],[51,57]]"
random_open_loop,10,10,0,20,0.7303921568627451,0.7201646090534979,"[[94,2],[53,55]]"
LLM_synthetic,10,10,0,20,0.7352941176470589,0.7286164761529366,"[[91,5],[49,59]]"
real_only,10,20,0,0,0.7303921568627451,0.7212214574999378,"[[93,3],[52,56]]"
noise_aug,10,20,0,40,0.7352941176470589,0.7286164761529366,"[[91,5],[49,59]]"
rule,10,20,0,40,0.75,0.7424178653660469,"[[94,2],[49,59]]"
random_open_loop,10,20,0,40,0.7254901960784313,0.7133393556157783,"[[95,1],[55,53]]"
LLM_synthetic,10,20,0,40,0.7303921568627451,0.7201646090534979,"[[94,2],[53,55]]"
real_only,10,40,0,0,0.75,0.7432822562735953,"[[93,3],[48,60]]"
noise_aug,10,40,0,80,0.7156862745098039,0.7043182726909236,"[[93,3],[55,53]]"
rule,10,40,0,80,0.7254901960784313,0.7156228218659764,"[[93,3],[53,55]]"
random_open_loop,10,40,0,80,0.75,0.7432822562735953,"[[93,3],[48,60]]"
LLM_synthetic,10,40,0,80,0.7058823529411765,0.6928635953026197,"[[93,3],[57,51]]"
real_only,10,10,1,0,0.6715686274509803,0.64582415589127,"[[96,0],[67,41]]"
noise_aug,10,10,1,20,0.6715686274509803,0.64582415589127,"[[96,0],[67,41]]"
rule,10,10,1,20,0.6813725490196079,0.6583090679516582,"[[96,0],[65,43]]"
random_open_loop,10,10,1,20,0.6911764705882353,0.6705882352941177,"[[96,0],[63,45]]"
LLM_synthetic,10,10,1,20,0.6813725490196079,0.6583090679516582,"[[96,0],[65,43]]"
real_only,10,20,1,0,0.6862745098039216,0.6644736842105263,"[[96,0],[64,44]]"
noise_aug,10,20,1,40,0.6666666666666666,0.6395010395010395,"[[96,0],[68,40]]"
rule,10,20,1,40,0.7009803921568627,0.6826724467678185,"[[96,0],[61,47]]"
random_open_loop,10,20,1,40,0.6764705882352942,0.652093023255814,"[[96,0],[66,42]]"
LLM_synthetic,10,20,1,40,0.6764705882352942,0.652093023255814,"[[96,0],[66,42]]"
real_only,10,40,1,0,0.6715686274509803,0.64582415589127,"[[96,0],[67,41]]"
noise_aug,10,40,1,80,0.6764705882352942,0.652093023255814,"[[96,0],[66,42]]"
rule,10,40,1,80,0.6715686274509803,0.64582415589127,"[[96,0],[67,41]]"
random_open_loop,10,40,1,80,0.696078431372549,0.6766540546068105,"[[96,0],[62,46]]"
LLM_synthetic,10,40,1,80,0.7009803921568627,0.6826724467678185,"[[96,0],[61,47]]"
real_only,10,10,2,0,0.6568627450980392,0.6266861863431977,"[[96,0],[70,38]]"
noise_aug,10,10,2,20,0.6372549019607843,0.6003388753574076,"[[96,0],[74,34]]"
rule,10,10,2,20,0.6519607843137255,0.6201914251999476,"[[96,0],[71,37]]"
random_open_loop,10,10,2,20,0.6666666666666666,0.6395010395010395,"[[96,0],[68,40]]"
LLM_synthetic,10,10,2,20,0.6372549019607843,0.6003388753574076,"[[96,0],[74,34]]"
real_only,10,20,2,0,0.6568627450980392,0.6266861863431977,"[[96,0],[70,38]]"
noise_aug,10,20,2,40,0.6470588235294118,0.6136363636363636,"[[96,0],[72,36]]"
rule,10,20,2,40,0.6568627450980392,0.6266861863431977,"[[96,0],[70,38]]"
random_open_loop,10,20,2,40,0.6519607843137255,0.6201914251999476,"[[96,0],[71,37]]"
LLM_synthetic,10,20,2,40,0.6421568627450981,0.6070193956986409,"[[96,0],[73,35]]"
real_only,10,40,2,0,0.6421568627450981,0.6070193956986409,"[[96,0],[73,35]]"
noise_aug,10,40,2,80,0.6666666666666666,0.6395010395010395,"[[96,0],[68,40]]"
rule,10,40,2,80,0.6617647058823529,0.6331222144030026,"[[96,0],[69,39]]"
random_open_loop,10,40,2,80,0.6617647058823529,0.6331222144030026,"[[96,0],[69,39]]"
LLM_synthetic,10,40,2,80,0.6519607843137255,0.6201914251999476,"[[96,0],[71,37]]"
real_only,10,10,3,0,0.7058823529411765,0.6915322580645161,"[[94,2],[58,50]]"
noise_aug,10,10,3,20,0.6862745098039216,0.6644736842105263,"[[96,0],[64,44]]"
rule,10,10,3,20,0.7058823529411765,0.690126582278481,"[[95,1],[59,49]]"
random_open_loop,10,10,3,20,0.7058823529411765,0.6915322580645161,"[[94,2],[58,50]]"
LLM_synthetic,10,10,3,20,0.7205882352941176,0.708826843620884,"[[94,2],[55,53]]"
real_only,10,20,3,0,0.7107843137254902,0.6973369879548369,"[[94,2],[57,51]]"
noise_aug,10,20,3,40,0.7009803921568627,0.6842185398533256,"[[95,1],[60,48]]"
rule,10,20,3,40,0.696078431372549,0.6782661782661783,"[[95,1],[61,47]]"
random_open_loop,10,20,3,40,0.696078431372549,0.6797974683544303,"[[94,2],[60,48]]"
LLM_synthetic,10,20,3,40,0.7303921568627451,0.7190434455990985,"[[95,1],[54,54]]"
real_only,10,40,3,0,0.6911764705882353,0.6738650493567133,"[[94,2],[61,47]]"
noise_aug,10,40,3,80,0.6911764705882353,0.6738650493567133,"[[94,2],[61,47]]"
rule,10,40,3,80,0.7156862745098039,0.7031014754591991,"[[94,2],[56,52]]"
random_open_loop,10,40,3,80,0.7058823529411765,0.6915322580645161,"[[94,2],[58,50]]"
LLM_synthetic,10,40,3,80,0.7009803921568627,0.6842185398533256,"[[95,1],[60,48]]"
real_only,10,10,4,0,0.803921568627451,0.8039027203691242,"[[83,13],[27,81]]"
noise_aug,10,10,4,20,0.8137254901960784,0.8136538461538462,"[[81,15],[23,85]]"
rule,10,10,4,20,0.7990196078431373,0.7989761338236354,"[[83,13],[28,80]]"
random_open_loop,10,10,4,20,0.7941176470588235,0.7940978563875805,"[[82,14],[28,80]]"
LLM_synthetic,10,10,4,20,0.7843137254901961,0.7841269841269841,"[[83,13],[31,77]]"
real_only,10,20,4,0,0.7990196078431373,0.7990147783251231,"[[81,15],[26,82]]"
noise_aug,10,20,4,40,0.7843137254901961,0.7842929924060367,"[[79,17],[27,81]]"
rule,10,20,4,40,0.8137254901960784,0.813707584350668,"[[82,14],[24,84]]"
random_open_loop,10,20,4,40,0.8235294117647058,0.8234615384615385,"[[82,14],[22,86]]"
LLM_synthetic,10,20,4,40,0.8235294117647058,0.8235124483322118,"[[83,13],[23,85]]"
real_only,10,40,4,0,0.7892156862745098,0.7891700915711298,"[[82,14],[29,79]]"
noise_aug,10,40,4,80,0.8137254901960784,0.813707584350668,"[[82,14],[24,84]]"
rule,10,40,4,80,0.8186274509803921,0.8186230926348672,"[[83,13],[24,84]]"
random_open_loop,10,40,4,80,0.8088235294117647,0.8087086148445577,"[[80,16],[23,85]]"
LLM_synthetic,10,40,4,80,0.803921568627451,0.8039027203691242,"[[81,15],[25,83]]"
real_only,10,10,5,0,0.75,0.7455425930002202,"[[90,6],[45,63]]"
noise_aug,10,10,5,20,0.75,0.7461881876509477,"[[89,7],[44,64]]"
rule,10,10,5,20,0.7549019607843137,0.7514619883040936,"[[89,7],[43,65]]"
random_open_loop,10,10,5,20,0.7549019607843137,0.7514619883040936,"[[89,7],[43,65]]"
LLM_synthetic,10,10,5,20,0.7450980392156863,0.7408891060087933,"[[89,7],[45,63]]"
real_only,10,20,5,0,0.75,0.7461881876509477,"[[89,7],[44,64]]"
noise_aug,10,20,5,40,0.75,0.7461881876509477,"[[89,7],[44,64]]"
rule,10,20,5,40,0.7450980392156863,0.7408891060087933,"[[89,7],[45,63]]"
random_open_loop,10,20,5,40,0.7450980392156863,0.7408891060087933,"[[89,7],[45,63]]"
LLM_synthetic,10,20,5,40,0.7401960784313726,0.7355638711570915,"[[89,7],[46,62]]"
real_only,10,40,5,0,0.7450980392156863,0.7415204678362572,"[[88,8],[44,64]]"
noise_aug,10,40,5,80,0.75,0.7461881876509477,"[[89,7],[44,64]]"
rule,10,40,5,80,0.7401960784313726,0.7355638711570915,"[[89,7],[46,62]]"
random_open_loop,10,40,5,80,0.7549019607843137,0.7514619883040936,"[[89,7],[43,65]]"
LLM_synthetic,10,40,5,80,0.7450980392156863,0.7408891060087933,"[[89,7],[45,63]]"
real_only,10,10,6,0,0.7450980392156863,0.7378151260504202,"[[93,3],[49,59]]"
noise_aug,10,10,6,20,0.7549019607843137,0.7487189594008672,"[[93,3],[47,61]]"
rule,10,10,6,20,0.7549019607843137,0.7478991596638656,"[[94,2],[48,60]]"
random_open_loop,10,10,6,20,0.75,0.7424178653660469,"[[94,2],[49,59]]"
LLM_synthetic,10,10,6,20,0.7549019607843137,0.7478991596638656,"[[94,2],[48,60]]"
real_only,10,20,6,0,0.7303921568627451,0.7212214574999378,"[[93,3],[52,56]]"
noise_aug,10,20,6,40,0.7352941176470589,0.7257791496564772,"[[94,2],[52,56]]"
rule,10,20,6,40,0.75,0.7440905177714918,"[[92,4],[47,61]]"
random_open_loop,10,20,6,40,0.7450980392156863,0.7378151260504202,"[[93,3],[49,59]]"
LLM_synthetic,10,20,6,40,0.7450980392156863,0.7386677177769019,"[[92,4],[48,60]]"
real_only,10,40,6,0,0.7303921568627451,0.7212214574999378,"[[93,3],[52,56]]"
noise_aug,10,40,6,80,0.7598039215686274,0.7541261837412372,"[[93,3],[46,62]]"
rule,10,40,6,80,0.7450980392156863,0.736904761904762,"[[94,2],[50,58]]"
random_open_loop,10,40,6,80,0.7549019607843137,0.7478991596638656,"[[94,2],[48,60]]"
LLM_synthetic,10,40,6,80,0.7450980392156863,0.7386677177769019,"[[92,4],[48,60]]"
real_only,10,10,7,0,0.7107843137254902,0.6959915132227021,"[[95,1],[58,50]]"
noise_aug,10,10,7,20,0.7009803921568627,0.6826724467678185,"[[96,0],[61,47]]"
rule,10,10,7,20,0.7156862745098039,0.7018145161290322,"[[95,1],[57,51]]"
random_open_loop,10,10,7,20,0.7156862745098039,0.7004556962025317,"[[96,0],[58,50]]"
LLM_synthetic,10,10,7,20,0.7205882352941176,0.707596751075012,"[[95,1],[56,52]]"
real_only,10,20,7,0,0.7058823529411765,0.690126582278481,"[[95,1],[59,49]]"
noise_aug,10,20,7,40,0.7058823529411765,0.6886446886446886,"[[96,0],[60,48]]"
rule,10,20,7,40,0.7107843137254902,0.6959915132227021,"[[95,1],[58,50]]"
random_open_loop,10,20,7,40,0.7254901960784313,0.7133393556157783,"[[95,1],[55,53]]"
LLM_synthetic,10,20,7,40,0.7205882352941176,0.7062968856558309,"[[96,0],[57,51]]"
real_only,10,40,7,0,0.7058823529411765,0.6928635953026197,"[[93,3],[57,51]]"
noise_aug,10,40,7,80,0.7205882352941176,0.707596751075012,"[[95,1],[56,52]]"
rule,10,40,7,80,0.7058823529411765,0.690126582278481,"[[95,1],[59,49]]"
random_open_loop,10,40,7,80,0.7156862745098039,0.7004556962025317,"[[96,0],[58,50]]"
LLM_synthetic,10,40,7,80,0.7205882352941176,0.7062968856558309,"[[96,0],[57,51]]"
real_only,10,10,8,0,0.75,0.7405162738496072,"[[96,0],[51,57]]"
noise_aug,10,10,8,20,0.7549019607843137,0.7470238095238095,"[[95,1],[49,59]]"
rule,10,10,8,20,0.7549019607843137,0.7470238095238095,"[[95,1],[49,59]]"
random_open_loop,10,10,8,20,0.7549019607843137,0.7460918052374789,"[[96,0],[50,58]]"
LLM_synthetic,10,10,8,20,0.7549019607843137,0.7460918052374789,"[[96,0],[50,58]]"
real_only,10,20,8,0,0.7696078431372549,0.7634169812717447,"[[95,1],[46,62]]"
noise_aug,10,20,8,40,0.7549019607843137,0.7460918052374789,"[[96,0],[50,58]]"
rule,10,20,8,40,0.7647058823529411,0.7571428571428571,"[[96,0],[48,60]]"
random_open_loop,10,20,8,40,0.7598039215686274,0.7516336621363082,"[[96,0],[49,59]]"
LLM_synthetic,10,20,8,40,0.7745098039215687,0.7688214426487978,"[[95,1],[45,63]]"
real_only,10,40,8,0,0.75,0.7405162738496072,"[[96,0],[51,57]]"
noise_aug,10,40,8,80,0.7647058823529411,0.7579831932773109,"[[95,1],[47,61]]"
rule,10,40,8,80,0.7549019607843137,0.7470238095238095,"[[95,1],[49,59]]"
random_open_loop,10,40,8,80,0.7549019607843137,0.7478991596638656,"[[94,2],[48,60]]"
LLM_synthetic,10,40,8,80,0.7598039215686274,0.7516336621363082,"[[96,0],[49,59]]"
real_only,10,10,9,0,0.7450980392156863,0.7415204678362572,"[[88,8],[44,64]]"
noise_aug,10,10,9,20,0.7598039215686274,0.7548497854077253,"[[92,4],[45,63]]"
rule,10,10,9,20,0.75,0.7461881876509477,"[[89,7],[44,64]]"
random_open_loop,10,10,9,20,0.7401960784313726,0.7348375229920294,"[[90,6],[47,61]]"
LLM_synthetic,10,10,9,20,0.75,0.7461881876509477,"[[89,7],[44,64]]"
real_only,10,20,9,0,0.7156862745098039,0.7094017094017093,"[[88,8],[50,58]]"
noise_aug,10,20,9,40,0.7549019607843137,0.749484232242853,"[[92,4],[46,62]]"
rule,10,20,9,40,0.75,0.7455425930002202,"[[90,6],[45,63]]"
random_open_loop,10,20,9,40,0.75,0.7448436541998773,"[[91,5],[46,62]]"
LLM_synthetic,10,20,9,40,0.75,0.7455425930002202,"[[90,6],[45,63]]"
real_only,10,40,9,0,0.75,0.7461881876509477,"[[89,7],[44,64]]"
noise_aug,10,40,9,80,0.7549019607843137,0.7501959247648903,"[[91,5],[45,63]]"
rule,10,40,9,80,0.7549019607843137,0.7501959247648903,"[[91,5],[45,63]]"
random_open_loop,10,40,9,80,0.7450980392156863,0.7408891060087933,"[[89,7],[45,63]]"
LLM_synthetic,10,40,9,80,0.7401960784313726,0.7362347832451026,"[[88,8],[45,63]]"
real_only,10,10,10,0,0.7303921568627451,0.7289265782416467,"[[82,14],[41,67]]"
noise_aug,10,10,10,20,0.6862745098039216,0.6832298136645962,"[[80,16],[48,60]]"
rule,10,10,10,20,0.7205882352941176,0.7194489347841821,"[[80,16],[41,67]]"
random_open_loop,10,10,10,20,0.7303921568627451,0.7292928318092986,"[[81,15],[40,68]]"
LLM_synthetic,10,10,10,20,0.7352941176470589,0.734375,"[[81,15],[39,69]]"
real_only,10,20,10,0,0.7205882352941176,0.7194489347841821,"[[80,16],[41,67]]"
noise_aug,10,20,10,40,0.7009803921568627,0.6971304792270061,"[[83,13],[48,60]]"
rule,10,20,10,40,0.7352941176470589,0.734375,"[[81,15],[39,69]]"
random_open_loop,10,20,10,40,0.7156862745098039,0.7143408981168518,"[[80,16],[42,66]]"
LLM_synthetic,10,20,10,40,0.7205882352941176,0.7197734666827329,"[[79,17],[40,68]]"
real_only,10,40,10,0,0.7058823529411765,0.7040618955512572,"[[80,16],[44,64]]"
noise_aug,10,40,10,80,0.7107843137254902,0.7082535450248455,"[[82,14],[45,63]]"
rule,10,40,10,80,0.7303921568627451,0.7285067873303168,"[[83,13],[42,66]]"
random_open_loop,10,40,10,80,0.7303921568627451,0.7292928318092986,"[[81,15],[40,68]]"
LLM_synthetic,10,40,10,80,0.7205882352941176,0.7194489347841821,"[[80,16],[41,67]]"
real_only,10,10,11,0,0.75,0.7482517482517483,"[[85,11],[40,68]]"
noise_aug,10,10,11,20,0.7745098039215687,0.7734427812650894,"[[86,10],[36,72]]"
rule,10,10,11,20,0.7303921568627451,0.7280329657011271,"[[84,12],[43,65]]"
random_open_loop,10,10,11,20,0.7401960784313726,0.7391367288344151,"[[82,14],[39,69]]"
LLM_synthetic,10,10,11,20,0.75,0.7482517482517483,"[[85,11],[40,68]]"
real_only,10,20,11,0,0.75,0.7486410089149815,"[[84,12],[39,69]]"
noise_aug,10,20,11,40,0.75,0.7486410089149815,"[[84,12],[39,69]]"
rule,10,20,11,40,0.7352941176470589,0.7327251552795031,"[[85,11],[43,65]]"
random_open_loop,10,20,11,40,0.7450980392156863,0.7426242236024845,"[[86,10],[42,66]]"
LLM_synthetic,10,20,11,40,0.7401960784313726,0.7362347832451026,"[[88,8],[45,63]]"
real_only,10,40,11,0,0.75,0.7482517482517483,"[[85,11],[40,68]]"
noise_aug,10,40,11,80,0.7303921568627451,0.7280329657011271,"[[84,12],[43,65]]"
rule,10,40,11,80,0.7352941176470589,0.7327251552795031,"[[85,11],[43,65]]"
random_open_loop,10,40,11,80,0.7647058823529411,0.7632495164410058,"[[86,10],[38,70]]"
LLM_synthetic,10,40,11,80,0.7401960784313726,0.7383792677910325,"[[84,12],[41,67]]"
real_only,10,10,12,0,0.8235294117647058,0.8234615384615385,"[[82,14],[22,86]]"
noise_aug,10,10,12,20,0.8088235294117647,0.8088189354799953,"[[82,14],[25,83]]"
rule,10,10,12,20,0.8284313725490197,0.8283282440912698,"[[82,14],[21,87]]"
random_open_loop,10,10,12,20,0.8431372549019608,0.842895648825568,"[[82,14],[18,90]]"
LLM_synthetic,10,10,12,20,0.8235294117647058,0.8234615384615385,"[[82,14],[22,86]]"
real_only,10,20,12,0,0.8284313725490197,0.8283282440912698,"[[82,14],[21,87]]"
noise_aug,10,20,12,40,0.8431372549019608,0.8430769230769231,"[[84,12],[20,88]]"
rule,10,20,12,40,0.8284313725490197,0.8283282440912698,"[[82,14],[21,87]]"
random_open_loop,10,20,12,40,0.8235294117647058,0.8235124483322118,"[[85,11],[25,83]]"
LLM_synthetic,10,20,12,40,0.8284313725490197,0.8283942605811523,"[[83,13],[22,86]]"
real_only,10,40,12,0,0.8284313725490197,0.8283282440912698,"[[82,14],[21,87]]"
noise_aug,10,40,12,80,0.8235294117647058,0.8235124483322118,"[[85,11],[25,83]]"
rule,10,40,12,80,0.8333333333333334,0.8332692307692308,"[[83,13],[21,87]]"
random_open_loop,10,40,12,80,0.8284313725490197,0.8283282440912698,"[[82,14],[21,87]]"
LLM_synthetic,10,40,12,80,0.8284313725490197,0.8284272497897393,"[[84,12],[23,85]]"
real_only,10,10,13,0,0.5931372549019608,0.5370608339029392,"[[96,0],[83,25]]"
noise_aug,10,10,13,20,0.5980392156862745,0.5443948142499183,"[[96,0],[82,26]]"
rule,10,10,13,20,0.6078431372549019,0.5588235294117647,"[[96,0],[80,28]]"
random_open_loop,10,10,13,20,0.6127450980392157,0.5659223745522126,"[[96,0],[79,29]]"
LLM_synthetic,10,10,13,20,0.6029411764705882,0.5516483516483517,"[[96,0],[81,27]]"
real_only,10,20,13,0,0.5980392156862745,0.5443948142499183,"[[96,0],[82,26]]"
noise_aug,10,20,13,40,0.5931372549019608,0.5370608339029392,"[[96,0],[83,25]]"
rule,10,20,13,40,0.6176470588235294,0.5729468599033817,"[[96,0],[78,30]]"
random_open_loop,10,20,13,40,0.6421568627450981,0.6070193956986409,"[[96,0],[73,35]]"
LLM_synthetic,10,20,13,40,0.6029411764705882,0.5516483516483517,"[[96,0],[81,27]]"
real_only,10,40,13,0,0.5980392156862745,0.5443948142499183,"[[96,0],[82,26]]"
noise_aug,10,40,13,80,0.6029411764705882,0.5516483516483517,"[[96,0],[81,27]]"
rule,10,40,13,80,0.5931372549019608,0.5370608339029392,"[[96,0],[83,25]]"
random_open_loop,10,40,13,80,0.6176470588235294,0.5729468599033817,"[[96,0],[78,30]]"
LLM_synthetic,10,40,13,80,0.5980392156862745,0.5443948142499183,"[[96,0],[82,26]]"
real_only,10,10,14,0,0.7156862745098039,0.7109916951636541,"[[86,10],[48,60]]"
noise_aug,10,10,14,20,0.7450980392156863,0.7426242236024845,"[[86,10],[42,66]]"
rule,10,10,14,20,0.7205882352941176,0.7175956284153006,"[[84,12],[45,63]]"
random_open_loop,10,10,14,20,0.7205882352941176,0.7169907756711369,"[[85,11],[46,62]]"
LLM_synthetic,10,10,14,20,0.696078431372549,0.6925021880774094,"[[82,14],[48,60]]"
real_only,10,20,14,0,0.7156862745098039,0.7116959064327486,"[[85,11],[47,61]]"
noise_aug,10,20,14,40,0.7058823529411765,0.7017543859649122,"[[84,12],[48,60]]"
rule,10,20,14,40,0.7205882352941176,0.7186343068696011,"[[82,14],[43,65]]"
random_open_loop,10,20,14,40,0.7009803921568627,0.6977777777777778,"[[82,14],[47,61]]"
LLM_synthetic,10,20,14,40,0.7254901960784313,0.7233362394652718,"[[83,13],[43,65]]"
real_only,10,40,14,0,0.7107843137254902,0.7056277056277056,"[[86,10],[49,59]]"
noise_aug,10,40,14,80,0.7156862745098039,0.7123407565885442,"[[84,12],[46,62]]"
rule,10,40,14,80,0.7205882352941176,0.7181432553629863,"[[83,13],[44,64]]"
random_open_loop,10,40,14,80,0.7205882352941176,0.7169907756711369,"[[85,11],[46,62]]"
LLM_synthetic,10,40,14,80,0.7009803921568627,0.6971304792270061,"[[83,13],[48,60]]"
real_only,10,10,15,0,0.7745098039215687,0.774162495186754,"[[83,13],[33,75]]"
noise_aug,10,10,15,20,0.7941176470588235,0.7940978563875805,"[[82,14],[28,80]]"
rule,10,10,15,20,0.7941176470588235,0.7941176470588235,"[[81,15],[27,81]]"
random_open_loop,10,10,15,20,0.7745098039215687,0.774162495186754,"[[83,13],[33,75]]"
LLM_synthetic,10,10,15,20,0.803921568627451,0.8037518037518038,"[[85,11],[29,79]]"
real_only,10,20,15,0,0.7843137254901961,0.7841269841269841,"[[83,13],[31,77]]"
noise_aug,10,20,15,40,0.8088235294117647,0.8087086148445577,"[[85,11],[28,80]]"
rule,10,20,15,40,0.7794117647058824,0.7792791709744897,"[[82,14],[31,77]]"
random_open_loop,10,20,15,40,0.7696078431372549,0.769158540989527,"[[83,13],[34,74]]"
LLM_synthetic,10,20,15,40,0.7892156862745098,0.7889672095652802,"[[84,12],[31,77]]"
real_only,10,40,15,0,0.803921568627451,0.8037518037518038,"[[85,11],[29,79]]"
noise_aug,10,40,15,80,0.7941176470588235,0.7940978563875805,"[[82,14],[28,80]]"
rule,10,40,15,80,0.7941176470588235,0.793939393939394,"[[84,12],[30,78]]"
random_open_loop,10,40,15,80,0.7990196078431373,0.7986276634163958,"[[86,10],[31,77]]"
LLM_synthetic,10,40,15,80,0.7892156862745098,0.78860103626943,"[[86,10],[33,75]]"
real_only,10,10,16,0,0.696078431372549,0.6902429467084639,"[[85,11],[51,57]]"
noise_aug,10,10,16,20,0.696078431372549,0.6910600879335613,"[[84,12],[50,58]]"
rule,10,10,16,20,0.7156862745098039,0.7116959064327486,"[[85,11],[47,61]]"
random_open_loop,10,10,16,20,0.696078431372549,0.6910600879335613,"[[84,12],[50,58]]"
LLM_synthetic,10,10,16,20,0.7009803921568627,0.6929454437782219,"[[88,8],[53,55]]"
real_only,10,20,16,0,0.6764705882352942,0.6683090264091447,"[[85,11],[55,53]]"
noise_aug,10,20,16,40,0.7107843137254902,0.7048191293684856,"[[87,9],[50,58]]"
rule,10,20,16,40,0.6911764705882353,0.681810304275705,"[[88,8],[55,53]]"
random_open_loop,10,20,16,40,0.7303921568627451,0.7275045537340619,"[[85,11],[44,64]]"
LLM_synthetic,10,20,16,40,0.7058823529411765,0.7002351097178683,"[[86,10],[50,58]]"
real_only,10,40,16,0,0.6862745098039216,0.6773109243697479,"[[87,9],[55,53]]"
noise_aug,10,40,16,80,0.7107843137254902,0.7030128062772967,"[[89,7],[52,56]]"
rule,10,40,16,80,0.7009803921568627,0.6948129981606377,"[[86,10],[51,57]]"
random_open_loop,10,40,16,80,0.7156862745098039,0.7102272727272727,"[[87,9],[49,59]]"
LLM_synthetic,10,40,16,80,0.696078431372549,0.6893604479811377,"[[86,10],[52,56]]"
real_only,10,10,17,0,0.7352941176470589,0.7309233023937469,"[[88,8],[46,62]]"
noise_aug,10,10,17,20,0.7401960784313726,0.7348375229920294,"[[90,6],[47,61]]"
rule,10,10,17,20,0.7549019607843137,0.7514619883040936,"[[89,7],[43,65]]"
random_open_loop,10,10,17,20,0.7401960784313726,0.7348375229920294,"[[90,6],[47,61]]"
LLM_synthetic,10,10,17,20,0.7401960784313726,0.7355638711570915,"[[89,7],[46,62]]"
real_only,10,20,17,0,0.75,0.7461881876509477,"[[89,7],[44,64]]"
noise_aug,10,20,17,40,0.7401960784313726,0.7355638711570915,"[[89,7],[46,62]]"
rule,10,20,17,40,0.75,0.7461881876509477,"[[89,7],[44,64]]"
random_open_loop,10,20,17,40,0.75,0.7455425930002202,"[[90,6],[45,63]]"
LLM_synthetic,10,20,17,40,0.7450980392156863,0.7415204678362572,"[[88,8],[44,64]]"
real_only,10,40,17,0,0.75,0.7461881876509477,"[[89,7],[44,64]]"
noise_aug,10,40,17,80,0.7450980392156863,0.7394636015325671,"[[91,5],[47,61]]"
rule,10,40,17,80,0.7450980392156863,0.7408891060087933,"[[89,7],[45,63]]"
random_open_loop,10,40,17,80,0.75,0.7448436541998773,"[[91,5],[46,62]]"
LLM_synthetic,10,40,17,80,0.7450980392156863,0.7394636015325671,"[[91,5],[47,61]]"
real_only,10,10,18,0,0.7990196078431373,0.7987826881901509,"[[78,18],[23,85]]"
noise_aug,10,10,18,20,0.8333333333333334,0.832544664413327,"[[78,18],[16,92]]"
rule,10,10,18,20,0.8088235294117647,0.8084507042253521,"[[78,18],[21,87]]"
random_open_loop,10,10,18,20,0.8235294117647058,0.8231043453126505,"[[79,17],[19,89]]"
LLM_synthetic,10,10,18,20,0.8088235294117647,0.8084507042253521,"[[78,18],[21,87]]"
real_only,10,20,18,0,0.8137254901960784,0.8132768089411311,"[[78,18],[20,88]]"
noise_aug,10,20,18,40,0.8137254901960784,0.813438582980362,"[[79,17],[21,87]]"
rule,10,20,18,40,0.8186274509803921,0.8180985660923003,"[[78,18],[19,89]]"
random_open_loop,10,20,18,40,0.803921568627451,0.80361956103196,"[[78,18],[22,86]]"
LLM_synthetic,10,20,18,40,0.7941176470588235,0.793939393939394,"[[78,18],[24,84]]"
real_only,10,40,18,0,0.8186274509803921,0.8180985660923003,"[[78,18],[19,89]]"
noise_aug,10,40,18,80,0.7990196078431373,0.7988988002212016,"[[79,17],[24,84]]"
rule,10,40,18,80,0.8235294117647058,0.8229166666666667,"[[78,18],[18,90]]"
random_open_loop,10,40,18,80,0.8431372549019608,0.8421663442940038,"[[78,18],[14,94]]"
LLM_synthetic,10,40,18,80,0.8186274509803921,0.8180985660923003,"[[78,18],[19,89]]"
real_only,10,10,19,0,0.7401960784313726,0.7292600475773131,"[[96,0],[53,55]]"
noise_aug,10,10,19,20,0.7843137254901961,0.7788726842727631,"[[96,0],[44,64]]"
rule,10,10,19,20,0.7598039215686274,0.7516336621363082,"[[96,0],[49,59]]"
random_open_loop,10,10,19,20,0.7598039215686274,0.7516336621363082,"[[96,0],[49,59]]"
LLM_synthetic,10,10,19,20,0.7647058823529411,0.7571428571428571,"[[96,0],[48,60]]"
real_only,10,20,19,0,0.7303921568627451,0.7178565141951869,"[[96,0],[55,53]]"
noise_aug,10,20,19,40,0.7549019607843137,0.7460918052374789,"[[96,0],[50,58]]"
rule,10,20,19,40,0.7401960784313726,0.7292600475773131,"[[96,0],[53,55]]"
random_open_loop,10,20,19,40,0.7352941176470589,0.7235772357723578,"[[96,0],[54,54]]"
LLM_synthetic,10,20,19,40,0.7549019607843137,0.7460918052374789,"[[96,0],[50,58]]"
real_only,10,40,19,0,0.7303921568627451,0.7178565141951869,"[[96,0],[55,53]]"
noise_aug,10,40,19,80,0.75,0.7405162738496072,"[[96,0],[51,57]]"
rule,10,40,19,80,0.75,0.7405162738496072,"[[96,0],[51,57]]"
random_open_loop,10,40,19,80,0.7450980392156863,0.7349060375849661,"[[96,0],[52,56]]"
LLM_synthetic,10,40,19,80,0.75,0.7405162738496072,"[[96,0],[51,57]]"
