method,n_real,n_syn,seed,condition_id,n,acc,macro_f1
random_open_loop,5,10,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7083333333333334,0.6950998185117967
random_open_loop,5,10,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7592592592592593,0.7551447506103941
LLM_synthetic,5,10,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.71875,0.7072840203274986
LLM_synthetic,5,10,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7129629629629629,0.7073170731707317
real_only,5,20,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6666666666666666,0.6356736242884251
real_only,5,20,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6655755109263028
noise_aug,5,20,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.625,0.5953161592505855
noise_aug,5,20,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7222222222222222,0.7077922077922079
rule,5,20,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7291666666666666,0.7141548327989007
rule,5,20,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7129629629629629,0.7087429317094389
random_open_loop,5,20,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7395833333333334,0.7311526828721855
random_open_loop,5,20,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7407407407407407,0.7363097314265783
LLM_synthetic,5,20,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7291666666666666,0.7192982456140351
LLM_synthetic,5,20,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7129629629629629,0.7099540847266742
real_only,5,40,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6666666666666666,0.6356736242884251
real_only,5,40,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6655755109263028
noise_aug,5,40,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6458333333333334,0.6222222222222222
noise_aug,5,40,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6944444444444444,0.6824378508420208
rule,5,40,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7604166666666666,0.7506493506493507
rule,5,40,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6944444444444444,0.6912414450316209
random_open_loop,5,40,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7658536585365854
random_open_loop,5,40,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7407407407407407,0.7375
LLM_synthetic,5,40,10,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7624831309041835
LLM_synthetic,5,40,10,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7129629629629629,0.7099540847266742
real_only,5,10,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7822141560798548
real_only,5,10,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5509562967753857
noise_aug,5,10,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7822141560798548
noise_aug,5,10,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5675282125955589
rule,5,10,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8056680161943319
rule,5,10,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5661029617864151
random_open_loop,5,10,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8056680161943319
random_open_loop,5,10,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5988767098469063
LLM_synthetic,5,10,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8056680161943319
LLM_synthetic,5,10,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5632352941176471
real_only,5,20,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7822141560798548
real_only,5,20,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5509562967753857
noise_aug,5,20,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.78125,0.7702564102564102
noise_aug,5,20,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5632352941176471
rule,5,20,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8020833333333334,0.7940146809712028
rule,5,20,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5632352941176471
random_open_loop,5,20,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8056680161943319
random_open_loop,5,20,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.6265016381507098
LLM_synthetic,5,20,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8020833333333334,0.7940146809712028
LLM_synthetic,5,20,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5585284280936456
real_only,5,40,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7822141560798548
real_only,5,40,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5509562967753857
noise_aug,5,40,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7916666666666666,0.7822141560798548
noise_aug,5,40,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5401757405562098
rule,5,40,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8020833333333334,0.7940146809712028
rule,5,40,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5709137946964797
random_open_loop,5,40,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8285714285714285
random_open_loop,5,40,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.5908712926175737
LLM_synthetic,5,40,11,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8171838243530861
LLM_synthetic,5,40,11,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5509562967753857
real_only,5,10,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
real_only,5,10,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6574074074074074,0.641131567130669
noise_aug,5,10,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8333333333333334,0.8333333333333334
noise_aug,5,10,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.6329159212880143
rule,5,10,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.874945722970039
rule,5,10,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6740056818181819
random_open_loop,5,10,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.874945722970039
random_open_loop,5,10,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.6298701298701299
LLM_synthetic,5,10,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8541033434650456
LLM_synthetic,5,10,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6666666666666666,0.6522361359570662
real_only,5,20,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
real_only,5,20,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6574074074074074,0.641131567130669
noise_aug,5,20,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.874945722970039
noise_aug,5,20,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6164772727272727
rule,5,20,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.875
rule,5,20,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6740056818181819
random_open_loop,5,20,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8435972629521017
random_open_loop,5,20,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6944444444444444,0.6824378508420208
LLM_synthetic,5,20,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8435972629521017
LLM_synthetic,5,20,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.6298701298701299
real_only,5,40,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
real_only,5,40,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6574074074074074,0.641131567130669
noise_aug,5,40,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
noise_aug,5,40,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6217332734620565
rule,5,40,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8541033434650456
rule,5,40,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6944444444444444,0.684685481730514
random_open_loop,5,40,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8644509612251547
random_open_loop,5,40,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6740056818181819
LLM_synthetic,5,40,12,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8224349907518225
LLM_synthetic,5,40,12,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6666666666666666,0.6548295454545454
real_only,5,10,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8121739130434782
real_only,5,10,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6187688334050796
noise_aug,5,10,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8227435646790486
noise_aug,5,10,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6187688334050796
rule,5,10,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8020833333333334,0.8010254172575543
rule,5,10,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5874999999999999
random_open_loop,5,10,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
random_open_loop,5,10,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6077481840193704
LLM_synthetic,5,10,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8227435646790486
LLM_synthetic,5,10,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5789656068613012
real_only,5,20,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8121739130434782
real_only,5,20,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6187688334050796
noise_aug,5,20,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8437330439500814
noise_aug,5,20,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.589069526115531
rule,5,20,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8227435646790486
rule,5,20,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6284829721362228
random_open_loop,5,20,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8645686380900706
random_open_loop,5,20,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5990675990675991
LLM_synthetic,5,20,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8229166666666666,0.8227435646790486
LLM_synthetic,5,20,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5789656068613012
real_only,5,40,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8125,0.8121739130434782
real_only,5,40,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6187688334050796
noise_aug,5,40,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8541666666666666
noise_aug,5,40,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6291208791208791
rule,5,40,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8644509612251547
rule,5,40,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6177156177156178
random_open_loop,5,40,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8958333333333334,0.8958333333333334
random_open_loop,5,40,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6077481840193704
LLM_synthetic,5,40,13,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.84375,0.8437330439500814
LLM_synthetic,5,40,13,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5789656068613012
real_only,5,10,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6458333333333334,0.5950372208436725
real_only,5,10,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5834502103786816
noise_aug,5,10,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6458333333333334,0.5950372208436725
noise_aug,5,10,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6147890387124837
rule,5,10,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6666666666666666,0.625
rule,5,10,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6023349797934441
random_open_loop,5,10,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6666666666666666,0.625
random_open_loop,5,10,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.6329159212880143
LLM_synthetic,5,10,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6458333333333334,0.5950372208436725
LLM_synthetic,5,10,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5834502103786816
real_only,5,20,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6458333333333334,0.5950372208436725
real_only,5,20,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5834502103786816
noise_aug,5,20,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.65625,0.6101882613510521
noise_aug,5,20,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5940204563335956
rule,5,20,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.65625,0.6101882613510521
rule,5,20,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5749552772808586
random_open_loop,5,20,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6770833333333334,0.6446567164179104
random_open_loop,5,20,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6217332734620565
LLM_synthetic,5,20,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.65625,0.6101882613510521
LLM_synthetic,5,20,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6
real_only,5,40,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6458333333333334,0.5950372208436725
real_only,5,40,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5834502103786816
noise_aug,5,40,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6354166666666666,0.5929739551786797
noise_aug,5,40,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5509156861010351
rule,5,40,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6666666666666666,0.625
rule,5,40,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6135957066189623
random_open_loop,5,40,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6979166666666666,0.6675820895522389
random_open_loop,5,40,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6481481481481481,0.6402524544179524
LLM_synthetic,5,40,14,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6666666666666666,0.625
LLM_synthetic,5,40,14,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6388888888888888,0.6246992782678429
real_only,5,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8620537194650161
real_only,5,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6023842917251052
noise_aug,5,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8838922484881804
noise_aug,5,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6163908862514078
rule,5,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8620537194650161
rule,5,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5917362637362638
random_open_loop,5,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8838922484881804
random_open_loop,5,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.60625
LLM_synthetic,5,10,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8620537194650161
LLM_synthetic,5,10,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5700256569052464
real_only,5,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8620537194650161
real_only,5,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6023842917251052
noise_aug,5,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8838922484881804
noise_aug,5,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5667945587722358
rule,5,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8620537194650161
rule,5,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6018518518518519,0.5940204563335956
random_open_loop,5,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.875,0.873015873015873
random_open_loop,5,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5669607056936649
LLM_synthetic,5,20,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8620537194650161
LLM_synthetic,5,20,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5477145148356055
real_only,5,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8620537194650161
real_only,5,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6023842917251052
noise_aug,5,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8838922484881804
noise_aug,5,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5925925925925926,0.5874999999999999
rule,5,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8541666666666666,0.8509977827050997
rule,5,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5740740740740741,0.5556350626118068
random_open_loop,5,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8854166666666666,0.8838922484881804
random_open_loop,5,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.608245598513669
LLM_synthetic,5,40,15,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.8645833333333334,0.8620537194650161
LLM_synthetic,5,40,15,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5648148148148148,0.5477145148356055
real_only,5,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7395833333333334,0.7264957264957265
real_only,5,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6631916599839616
noise_aug,5,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7395833333333334,0.7264957264957265
noise_aug,5,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6740056818181819
rule,5,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7604166666666666,0.7506493506493507
rule,5,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6944444444444444,0.684685481730514
random_open_loop,5,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7395833333333334,0.7264957264957265
random_open_loop,5,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6740056818181819
LLM_synthetic,5,10,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7604166666666666,0.7506493506493507
LLM_synthetic,5,10,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6740056818181819
real_only,5,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7395833333333334,0.7264957264957265
real_only,5,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6631916599839616
noise_aug,5,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.75,0.7386569872958257
noise_aug,5,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6740056818181819
rule,5,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7604355716878403
rule,5,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6740056818181819
random_open_loop,5,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7604355716878403
random_open_loop,5,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6944444444444444,0.684685481730514
LLM_synthetic,5,20,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7624831309041835
LLM_synthetic,5,20,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6740056818181819
real_only,5,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7395833333333334,0.7264957264957265
real_only,5,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6759259259259259,0.6631916599839616
noise_aug,5,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7291666666666666,0.7141548327989007
noise_aug,5,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6740056818181819
rule,5,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7604355716878403
rule,5,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6944444444444444,0.684685481730514
random_open_loop,5,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7604355716878403
random_open_loop,5,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.7037037037037037,0.6952380952380952
LLM_synthetic,5,40,16,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.7708333333333334,0.7624831309041835
LLM_synthetic,5,40,16,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6851851851851852,0.6740056818181819
real_only,5,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.625,0.5953161592505855
real_only,5,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6177156177156178
noise_aug,5,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6145833333333334,0.5814775539059739
noise_aug,5,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6296296296296297,0.6275862068965516
rule,5,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6770833333333334,0.6608547008547009
rule,5,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6077481840193704
random_open_loop,5,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6666666666666666,0.6515426497277677
random_open_loop,5,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.5833333333333334,0.5772074815137016
LLM_synthetic,5,10,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6666666666666666,0.6481905634448006
LLM_synthetic,5,10,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6111111111111112,0.6077481840193704
real_only,5,20,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.625,0.5953161592505855
real_only,5,20,17,StainlessSteel.316L|Vc50|fz0.05|ap1.5|ae58.4,108,0.6203703703703703,0.6177156177156178
noise_aug,5,20,17,CastIron.GG30|Vc100|fz0.1|ap1.5|ae58.4,96,0.6145833333333334,0.5814775539059739
