method,n_real,n_syn,seed,class,f1
real_only,2,20,8,worn,0.6242038216560509
noise_aug,2,20,8,healthy,0.75
noise_aug,2,20,8,worn,0.5789473684210527
rule,2,20,8,healthy,0.8240343347639485
rule,2,20,8,worn,0.7657142857142857
random_open_loop,2,20,8,healthy,0.8275862068965517
random_open_loop,2,20,8,worn,0.7727272727272727
LLM_synthetic,2,20,8,healthy,0.7966804979253111
LLM_synthetic,2,20,8,worn,0.7065868263473054
real_only,2,40,8,healthy,0.7649402390438247
real_only,2,40,8,worn,0.6242038216560509
noise_aug,2,40,8,healthy,0.7441860465116279
noise_aug,2,40,8,worn,0.56
rule,2,40,8,healthy,0.8275862068965517
rule,2,40,8,worn,0.7727272727272727
random_open_loop,2,40,8,healthy,0.8240343347639485
random_open_loop,2,40,8,worn,0.7657142857142857
LLM_synthetic,2,40,8,healthy,0.7804878048780488
LLM_synthetic,2,40,8,worn,0.6666666666666666
real_only,2,10,9,healthy,0.7878787878787878
real_only,2,10,9,worn,0.8
noise_aug,2,10,9,healthy,0.7922705314009661
noise_aug,2,10,9,worn,0.7860696517412935
rule,2,10,9,healthy,0.8151658767772512
rule,2,10,9,worn,0.8020304568527918
random_open_loop,2,10,9,healthy,0.8387096774193549
random_open_loop,2,10,9,worn,0.8167539267015707
LLM_synthetic,2,10,9,healthy,0.8095238095238095
LLM_synthetic,2,10,9,worn,0.797979797979798
real_only,2,20,9,healthy,0.7878787878787878
real_only,2,20,9,worn,0.8
noise_aug,2,20,9,healthy,0.8130841121495327
noise_aug,2,20,9,worn,0.7938144329896907
rule,2,20,9,healthy,0.8266666666666667
rule,2,20,9,worn,0.7868852459016393
random_open_loop,2,20,9,healthy,0.8193832599118943
random_open_loop,2,20,9,worn,0.7734806629834254
LLM_synthetic,2,20,9,healthy,0.8056872037914692
LLM_synthetic,2,20,9,worn,0.7918781725888325
real_only,2,40,9,healthy,0.7878787878787878
real_only,2,40,9,worn,0.8
noise_aug,2,40,9,healthy,0.7924528301886793
noise_aug,2,40,9,worn,0.7755102040816326
rule,2,40,9,healthy,0.8193832599118943
rule,2,40,9,worn,0.7734806629834254
random_open_loop,2,40,9,healthy,0.808695652173913
random_open_loop,2,40,9,worn,0.7528089887640449
LLM_synthetic,2,40,9,healthy,0.7926267281105991
LLM_synthetic,2,40,9,worn,0.7643979057591623
real_only,2,10,10,healthy,0.6153846153846154
real_only,2,10,10,worn,0.7619047619047619
noise_aug,2,10,10,healthy,0.6233766233766234
noise_aug,2,10,10,worn,0.7716535433070866
rule,2,10,10,healthy,0.827906976744186
rule,2,10,10,worn,0.8082901554404145
random_open_loop,2,10,10,healthy,0.8557213930348259
random_open_loop,2,10,10,worn,0.8599033816425121
LLM_synthetic,2,10,10,healthy,0.8159203980099502
LLM_synthetic,2,10,10,worn,0.821256038647343
real_only,2,20,10,healthy,0.6153846153846154
real_only,2,20,10,worn,0.7619047619047619
noise_aug,2,20,10,healthy,0.6193548387096774
noise_aug,2,20,10,worn,0.766798418972332
rule,2,20,10,healthy,0.8122270742358079
rule,2,20,10,worn,0.7597765363128491
random_open_loop,2,20,10,healthy,0.8333333333333334
random_open_loop,2,20,10,worn,0.8125
LLM_synthetic,2,20,10,healthy,0.7636363636363637
LLM_synthetic,2,20,10,worn,0.723404255319149
real_only,2,40,10,healthy,0.6153846153846154
real_only,2,40,10,worn,0.7619047619047619
noise_aug,2,40,10,healthy,0.6052631578947368
noise_aug,2,40,10,worn,0.765625
rule,2,40,10,healthy,0.808695652173913
rule,2,40,10,worn,0.7528089887640449
random_open_loop,2,40,10,healthy,0.7982832618025751
random_open_loop,2,40,10,worn,0.7314285714285714
LLM_synthetic,2,40,10,healthy,0.7782805429864253
LLM_synthetic,2,40,10,worn,0.7379679144385026
real_only,2,10,11,healthy,0.6732673267326733
real_only,2,10,11,worn,0.6796116504854369
noise_aug,2,10,11,healthy,0.6732673267326733
noise_aug,2,10,11,worn,0.6796116504854369
rule,2,10,11,healthy,0.7818181818181819
rule,2,10,11,worn,0.7446808510638298
random_open_loop,2,10,11,healthy,0.8214285714285714
random_open_loop,2,10,11,worn,0.782608695652174
LLM_synthetic,2,10,11,healthy,0.8260869565217391
LLM_synthetic,2,10,11,worn,0.7752808988764045
real_only,2,20,11,healthy,0.6732673267326733
real_only,2,20,11,worn,0.6796116504854369
noise_aug,2,20,11,healthy,0.6464646464646465
noise_aug,2,20,11,worn,0.6666666666666666
rule,2,20,11,healthy,0.8260869565217391
rule,2,20,11,worn,0.7752808988764045
random_open_loop,2,20,11,healthy,0.8138528138528138
random_open_loop,2,20,11,worn,0.7570621468926554
LLM_synthetic,2,20,11,healthy,0.8154506437768241
LLM_synthetic,2,20,11,worn,0.7542857142857143
real_only,2,40,11,healthy,0.6732673267326733
real_only,2,40,11,worn,0.6796116504854369
noise_aug,2,40,11,healthy,0.6464646464646465
noise_aug,2,40,11,worn,0.6666666666666666
rule,2,40,11,healthy,0.8173913043478261
rule,2,40,11,worn,0.7640449438202247
random_open_loop,2,40,11,healthy,0.8138528138528138
random_open_loop,2,40,11,worn,0.7570621468926554
LLM_synthetic,2,40,11,healthy,0.7692307692307693
LLM_synthetic,2,40,11,worn,0.6459627329192547
real_only,2,10,12,healthy,0.8207547169811321
real_only,2,10,12,worn,0.8061224489795918
noise_aug,2,10,12,healthy,0.8341232227488151
noise_aug,2,10,12,worn,0.8223350253807107
rule,2,10,12,healthy,0.827906976744186
rule,2,10,12,worn,0.8082901554404145
random_open_loop,2,10,12,healthy,0.8465116279069768
random_open_loop,2,10,12,worn,0.8290155440414507
LLM_synthetic,2,10,12,healthy,0.8411214953271028
LLM_synthetic,2,10,12,worn,0.8247422680412371
real_only,2,20,12,healthy,0.8207547169811321
real_only,2,20,12,worn,0.8061224489795918
noise_aug,2,20,12,healthy,0.8229665071770335
noise_aug,2,20,12,worn,0.8140703517587939
rule,2,20,12,healthy,0.8530805687203792
rule,2,20,12,worn,0.8426395939086294
random_open_loop,2,20,12,healthy,0.8387096774193549
random_open_loop,2,20,12,worn,0.8167539267015707
LLM_synthetic,2,20,12,healthy,0.8372093023255814
LLM_synthetic,2,20,12,worn,0.8186528497409327
real_only,2,40,12,healthy,0.8207547169811321
real_only,2,40,12,worn,0.8061224489795918
noise_aug,2,40,12,healthy,0.8173076923076923
noise_aug,2,40,12,worn,0.81
rule,2,40,12,healthy,0.8372093023255814
rule,2,40,12,worn,0.8186528497409327
random_open_loop,2,40,12,healthy,0.8372093023255814
random_open_loop,2,40,12,worn,0.8186528497409327
LLM_synthetic,2,40,12,healthy,0.8372093023255814
LLM_synthetic,2,40,12,worn,0.8186528497409327
real_only,2,10,13,healthy,0.6973180076628352
real_only,2,10,13,worn,0.46258503401360546
noise_aug,2,10,13,healthy,0.7003891050583657
noise_aug,2,10,13,worn,0.4900662251655629
rule,2,10,13,healthy,0.7007874015748031
rule,2,10,13,worn,0.5064935064935064
random_open_loop,2,10,13,healthy,0.7372549019607844
random_open_loop,2,10,13,worn,0.5620915032679739
LLM_synthetic,2,10,13,healthy,0.689922480620155
LLM_synthetic,2,10,13,worn,0.4666666666666667
real_only,2,20,13,healthy,0.6973180076628352
real_only,2,20,13,worn,0.46258503401360546
noise_aug,2,20,13,healthy,0.694980694980695
noise_aug,2,20,13,worn,0.4697986577181208
rule,2,20,13,healthy,0.7244094488188977
rule,2,20,13,worn,0.5454545454545454
random_open_loop,2,20,13,healthy,0.749003984063745
random_open_loop,2,20,13,worn,0.5987261146496815
LLM_synthetic,2,20,13,healthy,0.694980694980695
LLM_synthetic,2,20,13,worn,0.4697986577181208
real_only,2,40,13,healthy,0.6973180076628352
real_only,2,40,13,worn,0.46258503401360546
noise_aug,2,40,13,healthy,0.6821705426356589
noise_aug,2,40,13,worn,0.4533333333333333
rule,2,40,13,healthy,0.7309236947791165
rule,2,40,13,worn,0.5786163522012578
random_open_loop,2,40,13,healthy,0.7569721115537849
random_open_loop,2,40,13,worn,0.6114649681528662
LLM_synthetic,2,40,13,healthy,0.7003891050583657
LLM_synthetic,2,40,13,worn,0.4900662251655629
real_only,2,10,14,healthy,0.7175572519083969
real_only,2,10,14,worn,0.4931506849315068
noise_aug,2,10,14,healthy,0.7244094488188977
noise_aug,2,10,14,worn,0.5454545454545454
rule,2,10,14,healthy,0.735632183908046
rule,2,10,14,worn,0.5306122448979592
random_open_loop,2,10,14,healthy,0.732824427480916
random_open_loop,2,10,14,worn,0.5205479452054794
LLM_synthetic,2,10,14,healthy,0.7470817120622568
LLM_synthetic,2,10,14,worn,0.5695364238410596
real_only,2,20,14,healthy,0.7175572519083969
real_only,2,20,14,worn,0.4931506849315068
noise_aug,2,20,14,healthy,0.7416666666666667
noise_aug,2,20,14,worn,0.6309523809523809
rule,2,20,14,healthy,0.7279693486590039
rule,2,20,14,worn,0.5170068027210885
random_open_loop,2,20,14,healthy,0.7818930041152263
random_open_loop,2,20,14,worn,0.6787878787878788
LLM_synthetic,2,20,14,healthy,0.7450980392156863
LLM_synthetic,2,20,14,worn,0.5751633986928104
real_only,2,40,14,healthy,0.7175572519083969
real_only,2,40,14,worn,0.4931506849315068
noise_aug,2,40,14,healthy,0.7044534412955465
noise_aug,2,40,14,worn,0.546583850931677
rule,2,40,14,healthy,0.732824427480916
rule,2,40,14,worn,0.5205479452054794
random_open_loop,2,40,14,healthy,0.7755102040816326
random_open_loop,2,40,14,worn,0.6625766871165644
LLM_synthetic,2,40,14,healthy,0.7401574803149606
LLM_synthetic,2,40,14,worn,0.5714285714285714
real_only,2,10,15,healthy,0.6991150442477876
real_only,2,10,15,worn,0.6263736263736264
noise_aug,2,10,15,healthy,0.6960352422907489
noise_aug,2,10,15,worn,0.6187845303867403
rule,2,10,15,healthy,0.7630522088353414
rule,2,10,15,worn,0.6289308176100629
random_open_loop,2,10,15,healthy,0.7580645161290323
random_open_loop,2,10,15,worn,0.625
LLM_synthetic,2,10,15,healthy,0.7569721115537849
LLM_synthetic,2,10,15,worn,0.6114649681528662
real_only,2,20,15,healthy,0.6991150442477876
real_only,2,20,15,worn,0.6263736263736264
noise_aug,2,20,15,healthy,0.7074235807860262
noise_aug,2,20,15,worn,0.6256983240223464
rule,2,20,15,healthy,0.76
rule,2,20,15,worn,0.620253164556962
random_open_loop,2,20,15,healthy,0.76
random_open_loop,2,20,15,worn,0.620253164556962
LLM_synthetic,2,20,15,healthy,0.7569721115537849
LLM_synthetic,2,20,15,worn,0.6114649681528662
real_only,2,40,15,healthy,0.6991150442477876
real_only,2,40,15,worn,0.6263736263736264
noise_aug,2,40,15,healthy,0.7186147186147186
noise_aug,2,40,15,worn,0.632768361581921
rule,2,40,15,healthy,0.768
rule,2,40,15,worn,0.6329113924050633
random_open_loop,2,40,15,healthy,0.758893280632411
random_open_loop,2,40,15,worn,0.6064516129032258
LLM_synthetic,2,40,15,healthy,0.7619047619047619
LLM_synthetic,2,40,15,worn,0.6153846153846154
real_only,2,10,16,healthy,0.7565217391304347
real_only,2,10,16,worn,0.6853932584269663
noise_aug,2,10,16,healthy,0.748898678414097
noise_aug,2,10,16,worn,0.6850828729281768
rule,2,10,16,healthy,0.7489361702127659
rule,2,10,16,worn,0.6589595375722543
random_open_loop,2,10,16,healthy,0.7522123893805309
random_open_loop,2,10,16,worn,0.6923076923076923
LLM_synthetic,2,10,16,healthy,0.74235807860262
LLM_synthetic,2,10,16,worn,0.6703910614525139
real_only,2,20,16,healthy,0.7565217391304347
real_only,2,20,16,worn,0.6853932584269663
noise_aug,2,20,16,healthy,0.7657657657657657
noise_aug,2,20,16,worn,0.7204301075268817
rule,2,20,16,healthy,0.7739130434782608
rule,2,20,16,worn,0.7078651685393258
random_open_loop,2,20,16,healthy,0.7565217391304347
random_open_loop,2,20,16,worn,0.6853932584269663
LLM_synthetic,2,20,16,healthy,0.7359307359307359
LLM_synthetic,2,20,16,worn,0.655367231638418
real_only,2,40,16,healthy,0.7565217391304347
real_only,2,40,16,worn,0.6853932584269663
noise_aug,2,40,16,healthy,0.748898678414097
noise_aug,2,40,16,worn,0.6850828729281768
rule,2,40,16,healthy,0.8
rule,2,40,16,worn,0.7415730337078652
random_open_loop,2,40,16,healthy,0.7815126050420168
random_open_loop,2,40,16,worn,0.6941176470588235
LLM_synthetic,2,40,16,healthy,0.7288135593220338
LLM_synthetic,2,40,16,worn,0.627906976744186
real_only,2,10,17,healthy,0.5572139303482587
real_only,2,10,17,worn,0.5700483091787439
noise_aug,2,10,17,healthy,0.5567010309278351
noise_aug,2,10,17,worn,0.5981308411214953
rule,2,10,17,healthy,0.7336244541484717
rule,2,10,17,worn,0.659217877094972
random_open_loop,2,10,17,healthy,0.7400881057268722
random_open_loop,2,10,17,worn,0.6740331491712708
LLM_synthetic,2,10,17,healthy,0.7296137339055794
LLM_synthetic,2,10,17,worn,0.64
real_only,2,20,17,healthy,0.5572139303482587
real_only,2,20,17,worn,0.5700483091787439
noise_aug,2,20,17,healthy,0.5416666666666666
noise_aug,2,20,17,worn,0.5925925925925926
rule,2,20,17,healthy,0.7666666666666667
rule,2,20,17,worn,0.6666666666666666
random_open_loop,2,20,17,healthy,0.7711864406779662
random_open_loop,2,20,17,worn,0.686046511627907
LLM_synthetic,2,20,17,healthy,0.7391304347826086
LLM_synthetic,2,20,17,worn,0.6629213483146067
real_only,2,40,17,healthy,0.5572139303482587
real_only,2,40,17,worn,0.5700483091787439
noise_aug,2,40,17,healthy,0.5641025641025641
noise_aug,2,40,17,worn,0.6009389671361502
rule,2,40,17,healthy,0.775
rule,2,40,17,worn,0.6785714285714286
random_open_loop,2,40,17,healthy,0.768595041322314
random_open_loop,2,40,17,worn,0.6626506024096386
LLM_synthetic,2,40,17,healthy,0.74235807860262
LLM_synthetic,2,40,17,worn,0.6703910614525139
real_only,2,10,18,healthy,0.6756756756756757
real_only,2,10,18,worn,0.6129032258064516
noise_aug,2,10,18,healthy,0.6577777777777778
noise_aug,2,10,18,worn,0.5792349726775956
rule,2,10,18,healthy,0.7368421052631579
rule,2,10,18,worn,0.6666666666666666
random_open_loop,2,10,18,healthy,0.7272727272727273
random_open_loop,2,10,18,worn,0.6440677966101694
LLM_synthetic,2,10,18,healthy,0.717948717948718
LLM_synthetic,2,10,18,worn,0.6206896551724138
real_only,2,20,18,healthy,0.6756756756756757
real_only,2,20,18,worn,0.6129032258064516
noise_aug,2,20,18,healthy,0.6880733944954128
noise_aug,2,20,18,worn,0.6421052631578947
rule,2,20,18,healthy,0.7319148936170212
rule,2,20,18,worn,0.6358381502890174
random_open_loop,2,20,18,healthy,0.7445887445887446
random_open_loop,2,20,18,worn,0.6666666666666666
LLM_synthetic,2,20,18,healthy,0.7304347826086957
LLM_synthetic,2,20,18,worn,0.651685393258427
real_only,2,40,18,healthy,0.6756756756756757
real_only,2,40,18,worn,0.6129032258064516
noise_aug,2,40,18,healthy,0.6428571428571429
noise_aug,2,40,18,worn,0.5652173913043478
rule,2,40,18,healthy,0.7510917030567685
rule,2,40,18,worn,0.6815642458100558
random_open_loop,2,40,18,healthy,0.75
random_open_loop,2,40,18,worn,0.6704545454545454
LLM_synthetic,2,40,18,healthy,0.7368421052631579
LLM_synthetic,2,40,18,worn,0.6666666666666666
real_only,2,10,19,healthy,0.7685589519650655
real_only,2,10,19,worn,0.7039106145251397
noise_aug,2,10,19,healthy,0.7719298245614035
noise_aug,2,10,19,worn,0.7111111111111111
rule,2,10,19,healthy,0.7782426778242678
rule,2,10,19,worn,0.6863905325443787
random_open_loop,2,10,19,healthy,0.7811158798283262
random_open_loop,2,10,19,worn,0.7085714285714285
LLM_synthetic,2,10,19,healthy,0.7606837606837606
LLM_synthetic,2,10,19,worn,0.6781609195402298
real_only,2,20,19,healthy,0.7685589519650655
real_only,2,20,19,worn,0.7039106145251397
