method,class,feature,real_median,method_median,median_delta,robust_z_delta,relative_delta,hist_overlap
llm,worn,ch1_band1_frac,0.022030967,0.041589601,0.019558634,0.235167,0.887779,0.321280
llm,worn,ch1_band2_frac,0.083980745,0.17287619,0.088895448,0.568032,1.058522,0.314879
llm,worn,ch1_band3_frac,0.00017600102,0.00079277618,0.00061677516,2.298350,3.504384,0.968858
llm,worn,ch1_band4_frac,6.3335488e-05,0.00038195475,0.00031861926,2.275675,5.030659,0.929066
llm,worn,ch1_band5_frac,4.343938e-05,0.00024655984,0.00020312046,2.246845,4.675952,0.519204
llm,worn,ch1_crest,1.0387061,1.0390891,0.00038303233,0.009094,0.000369,0.493945
llm,worn,ch1_kurtosis,2.371822,2.2329747,-0.13884731,-0.187659,-0.058540,0.970588
llm,worn,ch1_rms,6.5480722,6.5375021,-0.010570111,-0.003135,-0.001614,0.036332
llm,worn,ch1_skewness,-0.031065346,-0.099791161,-0.068725815,-0.386750,-2.212298,0.482180
llm,worn,ch1_tooth_rms_cv,0.017993949,0.017943743,-5.0205333e-05,-0.002141,-0.002790,0.245675
llm,worn,ch1_tpf_amp_ratio,0.00058047516,0.0018348179,0.0012543427,1.185531,2.160890,0.523183
llm,worn,ch2_band0_frac,0.016298047,0.0046688578,-0.01162919,-0.608204,-0.713533,0.674740
llm,worn,ch2_band1_frac,0.16039355,0.54326766,0.38287411,2.346413,2.387092,0.200519
llm,worn,ch2_band2_frac,0.29373118,0.35423439,0.060503218,0.295791,0.205982,0.280277
llm,worn,ch2_band3_frac,0.10298489,0.050476475,-0.052508412,-0.742251,-0.509865,0.326990
llm,worn,ch2_band4_frac,0.23902639,0.06013763,-0.17888876,-0.729765,-0.748406,0.259343
llm,worn,ch2_band5_frac,0.013238743,0.0042561346,-0.0089826084,-1.212274,-0.678509,0.891003
llm,worn,ch2_crest,1.374628,1.3795851,0.0049570428,0.023083,0.003606,0.589965
llm,worn,ch2_kurtosis,2.6675527,2.5811804,-0.086372341,-0.194397,-0.032379,0.702076
llm,worn,ch2_rms,0.82795875,0.81624779,-0.011710953,-0.032068,-0.014144,0.038062
llm,worn,ch2_skewness,0.018945702,0.61051652,0.59157082,1.399111,31.224540,0.495675
llm,worn,ch2_tooth_rms_cv,0.11990188,0.14344027,0.023538385,0.332043,0.196314,0.330450
llm,worn,ch2_tpf_amp_ratio,0.10006333,0.074069642,-0.025993684,-0.321730,-0.259772,0.373702
llm,worn,ch3_band0_frac,0.33678739,0.33862517,0.0018377783,0.008209,0.005457,0.219723
llm,worn,ch3_band1_frac,0.14046564,0.23222767,0.091762031,1.521568,0.653270,0.217820
llm,worn,ch3_band2_frac,0.1506968,0.16821695,0.017520152,0.217972,0.116261,0.491176
llm,worn,ch3_band3_frac,0.10901849,0.085499405,-0.023519086,-0.586633,-0.215735,0.541176
llm,worn,ch3_band4_frac,0.093754223,0.056173767,-0.037580456,-0.542123,-0.400840,0.466263
