method,class,feature,real_median,method_median,median_delta,robust_z_delta,relative_delta,hist_overlap
random_open_loop,worn,ch0_band3_frac,0.0026568001,0.017641119,0.014984319,12.584915,5.639987,0.000000
random_open_loop,worn,ch0_band4_frac,0.0030907785,0.017556884,0.014466105,11.099847,4.680408,0.000000
random_open_loop,worn,ch0_band5_frac,0.0031478864,0.013851631,0.010703745,7.872756,3.400296,0.000000
random_open_loop,worn,ch0_crest,1.8972932,2.6159143,0.71862113,4.111395,0.378761,0.145156
random_open_loop,worn,ch0_kurtosis,1.5981081,2.487276,0.88916789,17.758179,0.556388,0.039792
random_open_loop,worn,ch0_rms,1.6641238,1.2659924,-0.39813146,-0.462841,-0.239244,0.150519
random_open_loop,worn,ch0_skewness,-0.011776697,0.01494596,0.026722657,1.348255,2.269113,0.233564
random_open_loop,worn,ch0_tooth_rms_cv,0.39760559,0.57688893,0.17928334,6.170296,0.450907,0.103806
random_open_loop,worn,ch0_tpf_amp_ratio,0.0030529902,0.010966088,0.0079130976,5.597683,2.591917,0.036332
random_open_loop,worn,ch1_band0_frac,0.65669002,0.75661184,0.099921817,0.155435,0.152160,0.171280
random_open_loop,worn,ch1_band1_frac,0.022030967,0.1068089,0.084777931,1.019345,3.848126,0.200519
random_open_loop,worn,ch1_band2_frac,0.083980745,0.060079008,-0.023901738,-0.152730,-0.284610,0.243945
random_open_loop,worn,ch1_band3_frac,0.00017600102,0.027671849,0.027495848,102.460486,156.225506,0.200000
random_open_loop,worn,ch1_band4_frac,6.3335488e-05,0.02560149,0.025538154,182.401173,403.220289,0.008651
random_open_loop,worn,ch1_band5_frac,4.343938e-05,0.020441721,0.020398281,225.638372,469.580384,0.000000
random_open_loop,worn,ch1_crest,1.0387061,1.1158079,0.077101868,1.830625,0.074229,0.359170
random_open_loop,worn,ch1_kurtosis,2.371822,2.5144474,0.14262544,0.192765,0.060133,0.970588
random_open_loop,worn,ch1_rms,6.5480722,8.8179343,2.2698621,0.673276,0.346646,0.108824
random_open_loop,worn,ch1_skewness,-0.031065346,-0.25747506,-0.22640972,-1.274107,-7.288176,0.670242
random_open_loop,worn,ch1_tooth_rms_cv,0.017993949,0.052244702,0.034250753,1.460732,1.903460,0.380623
random_open_loop,worn,ch1_tpf_amp_ratio,0.00058047516,0.010317139,0.0097366638,9.202524,16.773610,0.010381
random_open_loop,worn,ch2_band0_frac,0.016298047,0.026845825,0.010547777,0.551646,0.647180,0.621280
random_open_loop,worn,ch2_band1_frac,0.16039355,0.3299752,0.16958165,1.039267,1.057285,0.346021
random_open_loop,worn,ch2_band2_frac,0.29373118,0.44803601,0.15430484,0.754374,0.525327,0.411765
random_open_loop,worn,ch2_band3_frac,0.10298489,0.086698202,-0.016286684,-0.230226,-0.158146,0.432180
random_open_loop,worn,ch2_band4_frac,0.23902639,0.076598917,-0.16242748,-0.662612,-0.679538,0.340484
random_open_loop,worn,ch2_band5_frac,0.013238743,0.023096565,0.009857822,1.330392,0.744619,0.337197
