class,feature,range,median_abs,loo_idw_mae,loo_idw_rel_mae,spearman_rpm,spearman_torque_nm,spearman_radial_load_n,values_by_condition_json,loo_pred_by_condition_json,predictability
OR,vib_peak_median,0.6675829887390137,1.3732765018939972,0.33362410730573544,0.24294022860317233,0.7745966692414834,-0.7745966692414834,0.2581988897471611,"{""N09_M07_F10"":1.0124383568763733,""N15_M01_F10"":1.680021345615387,""N15_M07_F04"":1.1450363993644714,""N15_M07_F10"":1.601516604423523}","{""N09_M07_F10"":1.4755250456160538,""N15_M01_F10"":1.4172522331072823,""N15_M07_F04"":1.4313257902015155,""N15_M07_F10"":1.2791653672854104}",weak
OR,vib_rms_median,0.214463081194735,0.31928845817534784,0.08512447777469272,0.2666068114735209,0.7745966692414834,-0.7745966692414834,0.2581988897471611,"{""N09_M07_F10"":0.174031741255756,""N15_M01_F10"":0.388494822450491,""N15_M07_F04"":0.28404772524268007,""N15_M07_F10"":0.3545291911080156}","{""N09_M07_F10"":0.3423572716251485,""N15_M01_F10"":0.3102978312992372,""N15_M07_F04"":0.30568535336243136,""N15_M07_F10"":0.28219142964964233}",weak
OR,vib_skewness_median,0.6227192773658368,0.37528681218901283,0.22597991433752831,0.6021525590489218,0.7745966692414834,-0.2581988897471611,-0.7745966692414834,"{""N09_M07_F10"":-0.7536383008883192,""N15_M01_F10"":-0.3582470604788342,""N15_M07_F04"":-0.13091902352248247,""N15_M07_F10"":-0.39232656389919146}","{""N09_M07_F10"":-0.2938310878317696,""N15_M01_F10"":-0.40993321605216765,""N15_M07_F04"":-0.5014037478453589,""N15_M07_F10"":-0.4142681282965453}",not_predictable
OR,vib_std_median,0.21790326629650417,0.3163375028503978,0.08626686541969689,0.27270514764169923,0.7745966692414834,-0.7745966692414834,0.2581988897471611,"{""N09_M07_F10"":0.1683477258336614,""N15_M01_F10"":0.38625099213016556,""N15_M07_F04"":0.28090910532035585,""N15_M07_F10"":0.35176590038043976}","{""N09_M07_F10"":0.33964202453498277,""N15_M01_F10"":0.30695365932469104,""N15_M07_F04"":0.302121642873302,""N15_M07_F10"":0.27850260776139424}",weak
IR,band_0_0_250_frac_median,0.017251025572228205,0.006829573336300585,0.0077885713280830635,1.1404184336882055,-0.7745966692414834,0.7745966692414834,-0.2581988897471611,"{""N09_M07_F10"":0.023562595101006653,""N15_M01_F10"":0.006311569528778448,""N15_M07_F04"":0.006889745383456017,""N15_M07_F10"":0.0067694012891451535}","{""N09_M07_F10"":0.006656905634825086,""N15_M01_F10"":0.009750164747415507,""N15_M07_F04"":0.012214510629034428,""N15_M07_F10"":0.012254636671080371}",not_predictable
IR,band_1_250_500_frac_median,0.02940948764551652,0.012212750095201038,0.013093847897658469,1.0721457324940686,-0.7745966692414834,0.7745966692414834,-0.2581988897471611,"{""N09_M07_F10"":0.04025776415904589,""N15_M01_F10"":0.010848276513529369,""N15_M07_F04"":0.012676264657344158,""N15_M07_F10"":0.011749235533057917}","{""N09_M07_F10"":0.011757925549873004,""N15_M01_F10"":0.01693682167869835,""N15_M07_F04"":0.020951739563387608,""N15_M07_F10"":0.02126076844330647}",not_predictable
IR,band_2_500_1000_frac_median,0.15904445147359803,0.07429699141992233,0.06813834799498417,0.9171077683206985,-0.7745966692414834,-0.2581988897471611,0.7745966692414834,"{""N09_M07_F10"":0.21473788334524205,""N15_M01_F10"":0.07935834440292136,""N15_M07_F04"":0.055693431871644036,""N15_M07_F10"":0.06923563843692329}","{""N09_M07_F10"":0.0680958072784704,""N15_M01_F10"":0.09249166342867514,""N15_M07_F04"":0.12111051398937607,""N15_M07_F10"":0.11659655320660248}",not_predictable
IR,band_3_1000_1500_frac_median,0.04798717076496162,0.10899988460733381,0.0179335448731129,0.16452810879161017,-0.2581988897471611,-0.7745966692414834,0.7745966692414834,"{""N09_M07_F10"":0.11105010947094904,""N15_M01_F10"":0.14007491597062122,""N15_M07_F04"":0.0920877452056596,""N15_M07_F10"":0.10694965974371859}","{""N09_M07_F10"":0.11303742762385638,""N15_M01_F10"":0.10505310910815499,""N15_M07_F04"":0.11935820254404628,""N15_M07_F10"":0.11440425688240995}",interpolatable
IR,band_4_1500_2000_frac_median,0.033007368125999616,0.028097078293199747,0.013707531060406331,0.48786321897519364,-0.7745966692414834,0.7745966692414834,-0.2581988897471611,"{""N09_M07_F10"":0.05676126636257421,""N15_M01_F10"":0.023753898236574596,""N15_M07_F04"":0.029986771365113525,""N15_M07_F10"":0.026207385221285965}","{""N09_M07_F10"":0.026649350686899522,""N15_M01_F10"":0.03225812097475329,""N15_M07_F04"":0.03557416375941731,""N15_M07_F10"":0.03683397865475411}",weak
IR,band_5_2000_2500_frac_median,0.019977791156481572,0.03058065348631545,0.007853177208321587,0.25680213837088234,-0.7745966692414834,0.7745966692414834,-0.2581988897471611,"{""N09_M07_F10"":0.0435168906306207,""N15_M01_F10"":0.023539099474139125,""N15_M07_F04"":0.033681676132057796,""N15_M07_F10"":0.027479630840573102}","{""N09_M07_F10"":0.02823346724510241,""N15_M01_F10"":0.03139898279946551,""N15_M07_F04"":0.031511865247982225,""N15_M07_F10"":0.03357922207893921}",weak
IR,band_6_2500_3000_frac_median,0.14560338401956982,0.042226750160042674,0.06123901729687334,1.450242253152858,-0.2581988897471611,0.7745966692414834,-0.7745966692414834,"{""N09_M07_F10"":0.0561249423049279,""N15_M01_F10"":0.027921375514289644,""N15_M07_F04"":0.17352475953385946,""N15_M07_F10"":0.02832855801515745}","{""N09_M07_F10"":0.0765914638070295,""N15_M01_F10"":0.05881596882123212,""N15_M07_F04"":0.03745827292461174,""N15_M07_F10"":0.085857025784359}",not_predictable
IR,band_7_3000_4000_frac_median,0.2283297725922117,0.5708519077894552,0.11431728686238206,0.20025734398411602,0.7745966692414834,-0.7745966692414834,0.2581988897471611,"{""N09_M07_F10"":0.4280989502090518,""N15_M01_F10"":0.6564287228012635,""N15_M07_F04"":0.4910224604144111,""N15_M07_F10"":0.6506813551644993}","{""N09_M07_F10"":0.5993776196758394,""N15_M01_F10"":0.5833169217310762,""N15_M07_F04"":0.5784031599707073,""N15_M07_F10"":0.5251833778082422}",weak
IR,cur1_crest_median,0.05780200426325055,1.4683714546308788,0.027863600282177214,0.01897585259798082,0.7745966692414834,-0.7745966692414834,0.2581988897471611,"{""N09_M07_F10"":1.4659977281888363,""N15_M01_F10"":1.5237997324520869,""N15_M07_F04"":1.4670736225420264,""N15_M07_F10"":1.4696692867197312}","{""N09_M07_F10"":1.486847511450092,""N15_M01_F10"":1.4685647804633661,""N15_M07_F04"":1.4864888807461734,""N15_M07_F10"":1.4856236943943166}",interpolatable
IR,cur1_kurtosis_median,0.009130453538349848,1.4987385126079877,0.004454478252246763,0.002972151722779483,-0.7745966692414834,-0.2581988897471611,0.2581988897471611,"{""N09_M07_F10"":1.506061975484854,""N15_M01_F10"":1.5003028175948234,""N15_M07_F04"":1.497174207621152,""N15_M07_F10"":1.4969315219465043}","{""N09_M07_F10"":1.4981361798777972,""N15_M01_F10"":1.4985834005191823,""N15_M07_F04"":1.501098762993669,""N15_M07_F10"":1.5011796669002764}",interpolatable
IR,cur1_peak_median,1.2209786176681519,2.5326667428016663,0.5967190709640604,0.23560899698304838,0.2581988897471611,0.7745966692414834,-0.2581988897471611,"{""N09_M07_F10"":2.5028403997421265,""N15_M01_F10"":1.365733027458191,""N15_M07_F04"":2.562493085861206,""N15_M07_F10"":2.5867116451263428}","{""N09_M07_F10"":2.17164678419767,""N15_M01_F10"":2.567662399386172,""N15_M07_F04"":2.1517625969165706,""N15_M07_F10"":2.1436888376871743}",weak
IR,cur1_rms_median,0.8641406440354327,1.7253179825883445,0.42394525055933197,0.245720067162969,0.2581988897471611,0.7745966692414834,-0.2581988897471611,"{""N09_M07_F10"":1.7090284738199484,""N15_M01_F10"":0.8930661120565386,""N15_M07_F04"":1.7416074913567403,""N15_M07_F10"":1.7572067560919713}","{""N09_M07_F10"":1.4639607307623927,""N15_M01_F10"":1.7459668970730038,""N15_M07_F04"":1.4531010808743288,""N15_M07_F10"":1.4479006924110758}",weak
IR,cur1_skewness_median,0.00597993338475231,0.0028066032637545026,0.002542708857490997,0.9059737403652636,-0.7745966692414834,0.7745966692414834,0.2581988897471611,"{""N09_M07_F10"":0.0029305556943503563,""N15_M01_F10"":-0.0030493776904019533,""N15_M07_F04"":-0.002682650833158649,""N15_M07_F10"":-0.0014960701937853527}","{""N09_M07_F10"":-0.002409364336425137,""N15_M01_F10"":-0.00092505964979213,""N15_M07_F04"":-0.000538299391961915,""N15_M07_F10"":-0.0009338242764034152}",not_predictable
IR,cur1_std_median,0.8647047892616078,1.7249006703451575,0.42414709457610084,0.24589653298179884,0.2581988897471611,0.7745966692414834,-0.2581988897471611,"{""N09_M07_F10"":1.7084448489278268,""N15_M01_F10"":0.89239954163576,""N15_M07_F04"":1.7413564917624882,""N15_M07_F10"":1.7571043308973677}","{""N09_M07_F10"":1.463620732854123,""N15_M01_F10"":1.7457534834130528,""N15_M07_F04"":1.4526502080977577,""N15_M07_F10"":1.4474002941086914}",weak
IR,cur2_crest_median,0.06478341298980816,1.4753799368781406,0.029888724190203886,0.020258323597260826,0.7745966692414834,-0.7745966692414834,0.2581988897471611,"{""N09_M07_F10"":1.4687704991280206,""N15_M01_F10"":1.5335539121178288,""N15_M07_F04"":1.4750384487833683,""N15_M07_F10"":1.475721424972913}","{""N09_M07_F10"":1.4947712222710832,""N15_M01_F10"":1.474376061492221,""N15_M07_F04"":1.4926819100720208,""N15_M07_F10"":1.4924542866764057}",interpolatable
IR,cur2_kurtosis_median,0.0017343673043690444,1.504263281458083,0.0007319712594970884,0.0004865978373061807,-0.7745966692414834,0.7745966692414834,0.2581988897471611,"{""N09_M07_F10"":1.5056902068351725,""N15_M01_F10"":1.5039558395308035,""N15_M07_F04"":1.5040654405623517,""N15_M07_F10"":1.504461122353814}","{""N09_M07_F10"":1.5041608014413228,""N15_M01_F10"":1.504607997377706,""N15_M07_F04"":1.504702389070626,""N15_M07_F10"":1.504570495642776}",interpolatable
IR,cur2_peak_median,1.2382541298866272,2.5798277854919434,0.6058973792459376,0.23485962227907592,0.2581988897471611,0.7745966692414834,-0.2581988897471611,"{""N09_M07_F10"":2.538176417350769,""N15_M01_F10"":1.3934969305992126,""N15_M07_F04"":2.6214791536331177,""N15_M07_F10"":2.63175106048584}","{""N09_M07_F10"":2.21557658193351,""N15_M01_F10"":2.6134496262626605,""N15_M07_F04"":2.187809061021548,""N15_M07_F10"":2.1843841671943665}",weak
IR,cur2_rms_median,0.8680476181786727,1.7384328681772747,0.42498899744436497,0.24446672933060462,0.2581988897471611,0.7745966692414834,-0.2581988897471611,"{""N09_M07_F10"":1.7219546556154235,""N15_M01_F10"":0.9058446415577512,""N15_M07_F04"":1.754911080739126,""N15_M07_F10"":1.773892259736424}","{""N09_M07_F10"":1.4782166100001115,""N15_M01_F10"":1.7613938623936138,""N15_M07_F04"":1.4672311578451644,""N15_M07_F10"":1.4609034593041001}",weak
IR,cur2_skewness_median,0.005431761808683502,0.004046052914374948,0.0022309888757041023,0.5513988379208719,-0.2581988897471611,-0.7745966692414834,0.2581988897471611,"{""N09_M07_F10"":0.004353152665144315,""N15_M01_F10"":0.006732158081435093,""N15_M07_F04"":0.00373895316360558,""N15_M07_F10"":0.0013003962727515914}","{""N09_M07_F10"":0.003923830373793466,""N15_M01_F10"":0.0022681598514551933,""N15_M07_F04"":0.004128563114447836,""N15_M07_F10"":0.004941421303394996}",not_predictable
IR,cur2_std_median,0.8678369815454283,1.7368869649364207,0.42514340642277787,0.2447732149559287,0.2581988897471611,0.7745966692414834,-0.2581988897471611,"{""N09_M07_F10"":1.7196364318217232,""N15_M01_F10"":0.9034899761101329,""N15_M07_F04"":1.7541374980511182,""N15_M07_F10"":1.7713269576555613}","{""N09_M07_F10"":1.4763187585374307,""N15_M01_F10"":1.7591878685578453,""N15_M07_F04"":1.4648184270865814,""N15_M07_F10"":1.4590879686609914}",weak
IR,env_peak_err_hz_median,1.4869298623063827,2.1420503442340646,0.6850662564054011,0.31981799972588465,-1.0,0.3333333333333333,0.3333333333333333,"{""N09_M07_F10"":3.6289802065404473,""N15_M01_F10"":2.1420503442340646,""N15_M07_F04"":2.1420503442340646,""N15_M07_F10"":2.1420503442340646}","{""N09_M07_F10"":2.1420503442340646,""N15_M01_F10"":2.404099965263167,""N15_M07_F04"":2.637692599084723,""N15_M07_F10"":2.637693631669525}",weak
IR,env_peak_prominence_median,0.8060548529515073,3.0119210777734935,0.3960260631563628,0.13148620197212676,0.2581988897471611,-0.2581988897471611,0.7745966692414834,"{""N09_M07_F10"":2.738434730014286,""N15_M01_F10"":3.285407425532701,""N15_M07_F04"":2.526301820597755,""N15_M07_F10"":3.3323566735492625}","{""N09_M07_F10"":3.0480225655874458,""N15_M01_F10"":3.0856312574628726,""N15_M07_F04"":3.118733388079203,""N15_M07_F10"":2.850047992048247}",interpolatable
IR,ir_resonance_3000_3600_frac_median,0.17708067592994203,0.47448167072679304,0.0803186673552932,0.1692766492583261,0.7745966692414834,-0.7745966692414834,0.2581988897471611,"{""N09_M07_F10"":0.3525548380454514,""N15_M01_F10"":0.5296355139753934,""N15_M07_F04"":0.42696291262046304,""N15_M07_F10"":0.522000428833123}","{""N09_M07_F10"":0.4928663458388096,""N15_M01_F10"":0.4753891529989468,""N15_M07_F04"":0.46806370598581054,""N15_M07_F10"":0.4363844215471026}",interpolatable
IR,mod_depth_fr_median,1.5830251118470056,4.163273882182956,0.7004572228505509,0.16824673146007568,0.7745966692414834,-0.2581988897471611,0.2581988897471611,"{""N09_M07_F10"":3.0337225752464274,""N15_M01_F10"":4.5661545966356645,""N15_M07_F04"":3.760393167730248,""N15_M07_F10"":4.616747687093433}","{""N09_M07_F10"":4.314432446974563,""N15_M01_F10"":4.186842737230352,""N15_M07_F04"":4.07220942077635,""N15_M07_F10"":3.7867567798707795}",interpolatable
IR,or_resonance_600_1200_frac_median,0.14270750662993312,0.07473561466271733,0.058812383298866136,0.7869391797137166,-0.7745966692414834,-0.2581988897471611,0.7745966692414834,"{""N09_M07_F10"":0.19184166514118134,""N15_M01_F10"":0.08000277323530061,""N15_M07_F04"":0.04913415851124823,""N15_M07_F10"":0.06946845609013404}","{""N09_M07_F10"":0.06620180275106748,""N15_M01_F10"":0.08745132048699719,""N15_M07_F04"":0.113770872525793,""N15_M07_F10"":0.10699286562924337}",not_predictable
IR,vib_crest_median,0.9136640858068397,4.80612314134007,0.32959450126475764,0.06857803921619655,-0.7745966692414834,-0.2581988897471611,0.7745966692414834,"{""N09_M07_F10"":5.249262951659379,""N15_M01_F10"":4.841167326879531,""N15_M07_F04"":4.335598865852539,""N15_M07_F10"":4.771078955800608}","{""N09_M07_F10"":4.649281969920486,""N15_M01_F10"":4.778604894073853,""N15_M07_F04"":4.9538360307037905,""N15_M07_F10"":4.808676381463816}",interpolatable
IR,vib_kurtosis_median,1.4409413953975632,4.237369697858417,0.5460340908282293,0.12886156501852272,-0.7745966692414834,-0.2581988897471611,0.7745966692414834,"{""N09_M07_F10"":5.091019907388562,""N15_M01_F10"":4.3115219606019135,""N15_M07_F04"":3.6500785119909986,""N15_M07_F10"":4.163217435114921}","{""N09_M07_F10"":4.041606222591845,""N15_M01_F10"":4.236295815382784,""N15_M07_F04"":4.521919020409166,""N15_M07_F10"":4.350873459993824}",interpolatable
IR,vib_peak_median,0.6191786527633667,0.9712463468313217,0.24210198153916251,0.24926938703941356,0.7745966692414834,-0.7745966692414834,0.2581988897471611,"{""N09_M07_F10"":0.4795406460762024,""N15_M01_F10"":1.098719298839569,""N15_M07_F04"":0.8709982931613922,""N15_M07_F10"":1.0714944005012512}","{""N09_M07_F10"":1.0137374511606725,""N15_M01_F10"":0.9318367130579748,""N15_M07_F04"":0.8832518406431145,""N15_M07_F10"":0.8164194126923878}",weak
IR,vib_rms_median,0.14030324905865846,0.20411577877716056,0.05663271612777893,0.2774538865480319,0.7745966692414834,-0.7745966692414834,0.2581988897471611,"{""N09_M07_F10"":0.08915694671021274,""N15_M01_F10"":0.2294601957688712,""N15_M07_F04"":0.19939854912889365,""N15_M07_F10"":0.20883300842542746}","{""N09_M07_F10"":0.21256391000171015,""N15_M01_F10"":0.18607916914916217,""N15_M07_F04"":0.17581678575175264,""N15_M07_F10"":0.17267189720265919}",weak
IR,vib_skewness_median,0.015749437638254697,0.04916232030376604,0.008650444436549007,0.17595679746039955,-0.2581988897471611,0.2581988897471611,0.7745966692414834,"{""N09_M07_F10"":-0.04521906871408205,""N15_M01_F10"":-0.05310557189345003,""N15_M07_F04"":-0.05706652411297286,""N15_M07_F10"":-0.041317086474718163}","{""N09_M07_F10"":-0.05049637503692231,""N15_M01_F10"":-0.04478036155053518,""N15_M07_F04"":-0.04654723146464876,""N15_M07_F10"":-0.05179705490683498}",interpolatable
IR,vib_std_median,0.1494497641772138,0.20033877338362882,0.0598787100358308,0.29888727491043454,0.7745966692414834,-0.7745966692414834,0.2581988897471611,"{""N09_M07_F10"":0.07954116730133548,""N15_M01_F10"":0.2289909314785493,""N15_M07_F04"":0.19566086210172423,""N15_M07_F10"":0.2050166846655334}","{""N09_M07_F10"":0.2098894825969717,""N15_M01_F10"":0.18125463480248472,""N15_M07_F04"":0.17118299830176562,""N15_M07_F10"":0.16806432029386964}",weak
